Student_ID,Course_ID,Rating
40211108,40BQ391,3
40211108,40BR342,4
40211108,40UN110,4
40211109,40B0291,2
40211109,40B9431,4
40211109,40B9651,4
40211109,40B9662,4
40211109,40BA011,1
40211109,40BA021,2
40211109,40BA051,2
40211109,40BA061,5
40211109,40BA091,1
40211109,40BA101,1
40211109,40BA131,4
40211109,40BA141,3
40211109,40BA151,4
40211109,40BC011,1
40211109,40BC021,3
40211109,40BC051,2
40211109,40BC061,4
40211109,40BQ021,1
40211109,40BQ051,3
40211109,40BQ141,2
40211109,40BQ171,1
40211109,40BQ381,1
40211109,40BQ391,4
40211109,40KT142,5
40211109,40UN110,4
40211110,4069211,3
40211110,40B0291,2
40211110,40B9431,4
40211110,40B9651,3
40211110,40B9662,5
40211110,40BA051,3
40211110,40BA061,5
40211110,40BA081,3
40211110,40BA091,1
40211110,40BA101,2
40211110,40BA121,3
40211110,40BA131,4
40211110,40BA151,4
40211110,40BC021,2
40211110,40BC051,2
40211110,40BC061,3
40211110,40BQ021,2
40211110,40BQ051,3
40211110,40BQ141,5
40211110,40BQ171,3
40211110,40BQ321,2
40211110,40BQ371,3
40211110,40BQ391,4
40211110,40BQ421,4
40211110,40UN020,4
40211110,40UN080,3
40211110,40UN120,5
40211110,433N171,3
40211111,40B0291,2
40211111,40B9572,3
40211111,40BA011,2
40211111,40BA021,1
40211111,40BA051,2
40211111,40BA061,4
40211111,40BA091,1
40211111,40BA101,3
40211111,40BA121,3
40211111,40BA131,4
40211111,40BA141,3
40211111,40BA151,3
40211111,40BC011,1
40211111,40BC021,2
40211111,40BC051,2
40211111,40BC061,3
40211111,40BQ021,1
40211111,40BQ051,3
40211111,40BQ141,3
40211111,40BQ171,1
40211111,40BQ371,3
40211111,40BQ381,1
40211111,40BQ391,2
40211112,409A012,2
40211112,40B0291,2
40211112,40B9431,4
40211112,40B9662,3
40211112,40BA011,1
40211112,40BA021,1
40211112,40BA051,2
40211112,40BA061,4
40211112,40BA081,1
40211112,40BA101,2
40211112,40BA121,3
40211112,40BA131,3
40211112,40BA141,3
40211112,40BA151,4
40211112,40BC011,2
40211112,40BC021,3
40211112,40BC051,2
40211112,40BC061,4
40211112,40BQ021,1
40211112,40BQ141,3
40211112,40BQ371,3
40211112,40BQ381,2
40211112,40UN110,4
40211112,40WN191,2
40211113,40B0291,2
40211113,40B9431,4
40211113,40B9651,3
40211113,40B9662,4
40211113,40BA021,2
40211113,40BA051,3
40211113,40BA061,4
40211113,40BA081,1
40211113,40BA091,1
40211113,40BA101,2
40211113,40BA121,3
40211113,40BA141,2
40211113,40BA151,3
40211113,40BC021,3
40211113,40BC051,2
40211113,40BC061,4
40211113,40BQ021,1
40211113,40BQ141,3
40211113,40BQ171,3
40211113,40BQ331,1
40211113,40BQ371,4
40211113,40BQ381,2
40211113,40BQ391,3
40211113,40KT142,4
40211114,40B0291,1
40211114,40BA011,1
40211114,40BA021,1
40211114,40BA081,3
40211114,40BA091,1
40211114,40BA101,1
40211114,40BA121,4
40211114,40BA131,4
40211114,40BA141,1
40211114,40BA151,2
40211114,40BC021,1
40211114,40BC061,1
40211114,40BQ021,1
40211114,40BQ051,2
40211114,40BQ141,1
40211114,40BQ171,1
40211114,40BQ321,1
40211114,40BQ371,2
40211114,40BQ381,1
40211114,40BQ391,1
40211114,40UN110,4
40211115,40BA011,3
40211115,40BA021,2
40211115,40BA051,3
40211115,40BA061,4
40211115,40BA081,2
40211115,40BA091,1
40211115,40BA101,2
40211115,40BA121,3
40211115,40BC011,1
40211115,40BC021,1
40211115,40BC051,1
40211115,40BC061,1
40211115,40BQ021,2
40211115,40BQ051,3
40211115,40BQ141,1
40211115,40BQ321,1
40211115,40BQ331,1
40211115,40BQ371,1
40211115,40BQ391,1
40211115,40BQ421,1
40211115,40UN110,4
40211116,40B0291,3
40211116,40BA011,3
40211116,40BA021,4
40211116,40BA051,2
40211116,40BA061,5
40211116,40BA081,4
40211116,40BA101,2
40211116,40BA121,3
40211116,40BA141,4
40211116,40BA151,3
40211116,40BC011,2
40211116,40BC021,3
40211116,40BC051,3
40211116,40BQ021,4
40211116,40BQ051,4
40211116,40BQ171,5
40211116,40BQ331,3
40211116,40BQ371,5
40211116,40BQ381,5
40211116,40BQ391,5
40211116,40BQ401,5
40211116,40BQ421,3
40211116,40IN101,4
40211116,40IN532,3
40211116,432N861,1
40211117,409Z481,5
40211117,409Z491,4
40211117,409Z501,5
40211117,40B0291,3
40211117,40BA011,1
40211117,40BA021,1
40211117,40BA061,5
40211117,40BA081,1
40211117,40BA091,1
40211117,40BA121,3
40211117,40BA131,4
40211117,40BA141,3
40211117,40BA151,4
40211117,40BC011,3
40211117,40BC021,2
40211117,40BC051,2
40211117,40BC061,3
40211117,40BQ021,1
40211117,40BQ051,4
40211117,40BQ171,1
40211117,40BQ331,1
40211117,40BQ371,4
40211117,40BQ381,2
40211117,40BQ391,2
40211117,40UN110,4
40211118,40B0291,4
40211118,40B9431,5
40211118,40B9651,5
40211118,40B9662,5
40211118,40BA021,3
40211118,40BA051,4
40211118,40BA091,5
40211118,40BA101,4
40211118,40BA121,5
40211118,40BA141,5
40211118,40BA151,5
40211118,40BC011,4
40211118,40BC021,5
40211118,40BC051,5
40211118,40BQ021,4
40211118,40BQ171,5
40211118,40BQ321,4
40211118,40BQ331,3
40211118,40BQ371,5
40211118,40BQ391,5
40211118,40BQ401,5
40211118,40BQ421,5
40211118,40IN051,5
40211118,40IN532,3
40211118,40IN662,4
40211119,40B0291,3
40211119,40BA011,1
40211119,40BA021,3
40211119,40BA051,3
40211119,40BA081,3
40211119,40BA091,3
40211119,40BA101,2
40211119,40BA121,4
40211119,40BA131,4
40211119,40BA141,3
40211119,40BC011,4
40211119,40BC021,4
40211119,40BC051,4
40211119,40BC061,3
40211119,40BQ051,2
40211119,40BQ141,3
40211119,40BQ371,3
40211119,40BQ391,4
40211119,40BQ421,3
40211119,40UN080,3
40211119,432N861,1
40211119,433N171,3
40211120,40B0291,3
40211121,40B0291,2
40211121,40BA011,3
40211121,40BA021,3
40211121,40BA051,2
40211121,40BA061,4
40211121,40BA081,3
40211121,40BA091,1
40211121,40BA121,3
40211121,40BA131,3
40211121,40BA141,3
40211121,40BA151,4
40211121,40BC021,2
40211121,40BC051,3
40211121,40BC061,4
40211121,40BQ021,2
40211121,40BQ051,3
40211121,40BQ141,4
40211121,40BQ171,4
40211121,40BQ331,2
40211121,40BQ371,3
40211121,40BQ391,1
40211121,40BQ401,4
40211121,40UN080,3
40211121,432N442,2
40211121,432N861,1
40211122,40B0291,3
40211122,40BA011,5
40211122,40BA021,3
40211122,40BA051,2
40211122,40BA061,4
40211122,40BA091,1
40211122,40BA101,2
40211122,40BA121,3
40211122,40BA131,4
40211122,40BA141,3
40211122,40BC011,3
40211122,40BC021,4
40211122,40BC051,4
40211122,40BQ021,2
40211122,40BQ051,3
40211122,40BQ171,4
40211122,40BQ371,3
40211122,40BQ391,5
40211122,40BQ421,3
40211122,40IN132,5
40211122,40IN672,5
40211122,432N442,3
40211122,432N861,1
40211123,4069203,3
40211123,40B0291,4
40211123,40BA011,3
40211123,40BA051,3
40211123,40BA061,4
40211123,40BA081,4
40211123,40BA091,2
40211123,40BA101,3
40211123,40BA121,4
40211123,40BA131,4
40211123,40BA141,3
40211123,40BA151,4
40211123,40BC011,2
40211123,40BC021,5
40211123,40BC061,3
40211123,40BQ021,3
40211123,40BQ321,4
40211123,40BQ331,3
40211123,40BQ371,4
40211123,40BQ381,3
40211123,40BQ391,5
40211123,40BQ401,3
40211123,40BR372,4
40211123,40UN070,4
40211125,40B0291,2
40211125,40B9431,4
40211125,40B9651,3
40211125,40B9662,4
40211125,40BA011,4
40211125,40BA051,2
40211125,40BA061,4
40211125,40BA081,3
40211125,40BA091,1
40211125,40BA101,3
40211125,40BA121,4
40211125,40BA131,4
40211125,40BA141,3
40211125,40BA151,4
40211125,40BC011,4
40211125,40BC021,4
40211125,40BC051,4
40211125,40BC061,4
40211125,40BQ021,2
40211125,40BQ141,4
40211125,40BQ171,4
40211125,40BQ331,3
40211125,40BQ371,4
40211125,40BQ391,4
40211125,40UN110,4
40211126,409A013,1
40211126,409D021,2
40211126,409U053,3
40211126,40B0291,3
40211126,40B9431,4
40211126,40B9651,3
40211126,40B9662,4
40211126,40BA051,5
40211126,40BA061,5
40211126,40BA091,1
40211126,40BA101,4
40211126,40BA121,3
40211126,40BA131,4
40211126,40BA151,4
40211126,40BC011,2
40211126,40BC021,5
40211126,40BC051,4
40211126,40BC061,1
40211126,40BQ141,4
40211126,40BQ371,5
40211126,40BQ401,1
40211126,40IN041,5
40211126,40IN132,4
40211126,40IN672,5
40211126,40KA393,3
40211126,40KE011,3
40211126,40UN160,1
40211126,40WN081,3
40211126,433N062,5
40211126,433Q051,2
40211127,40B0291,4
40211127,40B9431,4
40211127,40B9651,5
40211127,40B9662,5
40211127,40BA011,2
40211127,40BA021,3
40211127,40BA051,4
40211127,40BA061,5
40211127,40BA081,5
40211127,40BA091,4
40211127,40BA101,4
40211127,40BA131,5
40211127,40BA151,4
40211127,40BC021,5
40211127,40BC061,5
40211127,40BQ051,5
40211127,40BQ171,5
40211127,40BQ321,4
40211127,40BQ331,4
40211127,40BQ371,4
40211127,40BQ391,5
40211127,40BQ401,4
40211127,40BQ421,5
40211127,40IN051,4
40211127,40IN532,3
40211128,40B0291,2
40211129,409D021,3
40211129,409U053,4
40211129,40BA021,4
40211129,40BA051,3
40211129,40BA061,5
40211129,40BA081,3
40211129,40BA091,2
40211129,40BA101,4
40211129,40BA121,3
40211129,40BA131,5
40211129,40BA141,4
40211129,40BA151,4
40211129,40BC011,3
40211129,40BC021,4
40211129,40BC051,5
40211129,40BC061,4
40211129,40BQ371,3
40211129,40BQ401,3
40211129,40IN672,5
40211129,40KA393,5
40211129,40KA513,3
40211129,40KE011,3
40211129,40WN081,2
40211129,433Q051,2
40211130,4030261,1
40211130,40B0291,1
40211130,40BA012,1
40211130,40BA021,1
40211130,40BA051,3
40211130,40BA081,1
40211130,40BA101,1
40211130,40BA121,3
40211130,40BA131,2
40211130,40BA141,1
40211130,40BA151,3
40211130,40BC011,1
40211130,40BC021,2
40211130,40BC061,2
40211130,40BQ021,1
40211130,40BQ051,2
40211130,40BQ141,4
40211130,40BQ171,2
40211130,40BQ331,1
40211130,40BQ371,3
40211130,40BQ381,2
40211130,40BQ391,2
40211130,40BQ421,1
40211130,40UN110,4
40211131,40B0291,1
40211131,40BA021,1
40211131,40BA061,1
40211131,40BA081,1
40211131,40BC071,1
40211132,40B0291,2
40211132,40BA051,3
40211132,40BA081,2
40211132,40BA091,1
40211132,40BA101,1
40211132,40BA121,3
40211132,40BA131,2
40211132,40BA141,1
40211132,40BA151,3
40211132,40BC011,1
40211132,40BC021,1
40211132,40BC051,1
40211132,40BC061,1
40211132,40BQ021,1
40211132,40BQ051,1
40211132,40BQ171,2
40211132,40BQ321,2
40211132,40BQ371,2
40211132,40BQ401,3
40211132,40KN633,4
40211132,40KT142,4
40211132,40UN110,4
40211133,40B0291,3
40211133,40BA011,5
40211133,40BA021,4
40211133,40BA051,3
40211133,40BA061,5
40211133,40BA081,3
40211133,40BA091,3
40211133,40BA101,4
40211133,40BA131,4
40211133,40BA141,4
40211133,40BA151,4
40211133,40BC011,2
40211133,40BC021,4
40211133,40BC051,5
40211133,40BC061,4
40211133,40BQ021,5
40211133,40BQ051,5
40211133,40BQ321,4
40211133,40BQ381,5
40211133,40BQ391,5
40211133,40BR342,4
40211133,40BR372,5
40211133,40PQ041,4
40211133,40UN070,4
40211133,40UN110,4
40211134,40B0291,4
40211134,40BA011,2
40211134,40BA021,2
40211134,40BA051,3
40211134,40BA061,4
40211134,40BA091,1
40211134,40BA121,4
40211134,40BA131,3
40211134,40BA141,4
40211134,40BA151,3
40211134,40BC011,1
40211134,40BC061,4
40211134,40BQ021,3
40211134,40BQ051,4
40211134,40BQ141,4
40211134,40BQ171,4
40211134,40BQ321,5
40211134,40BQ331,4
40211134,40BQ381,4
40211134,40BQ391,4
40211134,40BQ401,4
40211134,40BQ421,4
40211134,40IN101,4
40211134,40IN532,2
40211134,432N861,1
40211135,40B0291,3
40211135,40BA021,4
40211135,40BA051,3
40211135,40BA061,4
40211135,40BQ021,1
40211136,4069203,5
40211136,40B0291,3
40211136,40BA011,4
40211136,40BA021,5
40211136,40BA061,5
40211136,40BA081,4
40211136,40BA091,3
40211136,40BA121,4
40211136,40BA131,4
40211136,40BA141,3
40211136,40BA151,4
40211136,40BC011,1
40211136,40BC021,4
40211136,40BC051,5
40211136,40BQ021,5
40211136,40BQ051,5
40211136,40BQ171,5
40211136,40BQ321,4
40211136,40BQ371,3
40211136,40BQ381,3
40211136,40BQ391,5
40211136,40BR342,4
40211136,40BR372,5
40211136,40PQ041,4
40211136,40UN110,4
40211137,409A021,1
40211137,40B0291,2
40211137,40BA011,2
40211137,40BA021,1
40211137,40BA091,1
40211137,40BA121,3
40211137,40BA131,3
40211137,40BA141,2
40211137,40BA151,3
40211137,40BC011,3
40211137,40BC021,2
40211137,40BC051,2
40211137,40BC061,1
40211137,40BQ021,1
40211137,40BQ051,1
40211137,40BQ141,2
40211137,40BQ171,2
40211137,40BQ321,1
40211137,40BQ381,1
40211137,40BQ391,2
40211137,40UN110,4
40211138,40B0291,2
40211138,40BA011,1
40211138,40BA021,4
40211138,40BA061,5
40211138,40BA081,3
40211138,40BA091,2
40211138,40BA101,3
40211138,40BA121,4
40211138,40BA131,4
40211138,40BA141,4
40211138,40BA151,5
40211138,40BC011,3
40211138,40BC021,3
40211138,40BC061,3
40211138,40BQ171,4
40211138,40BQ321,3
40211138,40BQ331,3
40211138,40BQ391,5
40211138,40BR372,5
40211138,40UN110,4
40211139,40BA011,4
40211139,40BA021,3
40211139,40BA051,3
40211139,40BA081,3
40211139,40BA091,1
40211139,40BA101,3
40211139,40BA121,3
40211139,40BA131,4
40211139,40BA141,3
40211139,40BA151,3
40211139,40BC011,3
40211139,40BC021,2
40211139,40BC051,3
40211139,40BC061,2
40211139,40BQ051,3
40211139,40BQ171,4
40211139,40BQ321,3
40211139,40BQ331,3
40211139,40BQ371,4
40211139,40BQ381,1
40211139,40BQ401,3
40211139,40BQ421,2
40211139,432N442,1
40211139,432N861,1
40211141,40B9431,5
40211141,40B9651,4
40211141,40B9662,5
40211141,40BA011,5
40211141,40BA021,5
40211141,40BA051,3
40211141,40BA061,5
40211141,40BA081,4
40211141,40BA091,4
40211141,40BA101,3
40211141,40BA131,4
40211141,40BA141,4
40211141,40BA151,4
40211141,40BC021,3
40211141,40BC051,2
40211141,40BC061,4
40211141,40BQ021,4
40211141,40BQ051,4
40211141,40BQ141,4
40211141,40BQ171,4
40211141,40BQ321,4
40211141,40BQ331,5
40211141,40BQ391,4
40211141,40BQ421,4
40211141,40UN080,4
40211142,409A021,1
40211142,40B0291,1
40211142,40BA011,1
40211142,40BA021,1
40211142,40BA051,3
40211142,40BA061,4
40211142,40BA081,1
40211142,40BA091,1
40211142,40BA101,1
40211142,40BA121,3
40211142,40BA131,1
40211142,40BC011,2
40211142,40BC021,1
40211144,40B0291,2
40211144,40BA011,4
40211144,40BA051,2
40211144,40BA061,4
40211144,40BA081,2
40211144,40BA091,1
40211144,40BA101,2
40211144,40BA121,2
40211144,40BA131,3
40211144,40BA151,2
40211144,40BA221,1
40211144,40BC011,1
40211144,40BC021,1
40211144,40BC051,2
40211144,40BC061,1
40211144,40BQ021,2
40211144,40BQ051,3
40211144,40BQ171,1
40211144,40BQ321,1
40211144,40BQ331,2
40211144,40BQ371,4
40211144,40BQ381,1
40211144,40BQ401,1
40211144,40BQ421,1
40211144,40UN110,4
40211145,409U053,2
40211145,40BA011,3
40211145,40BA021,3
40211145,40BA051,2
40211145,40BA061,4
40211145,40BA081,2
40211145,40BA091,1
40211145,40BA101,1
40211145,40BA121,2
40211145,40BA131,2
40211145,40BC011,1
40211145,40BQ021,1
40211145,40BQ051,1
40211146,409Q082,2
40211146,40BA021,2
40211146,40BA051,3
40211146,40BA061,5
40211146,40BA081,3
40211146,40BA091,2
40211146,40BA101,1
40211146,40BA121,3
40211146,40BA131,3
40211146,40BA141,3
40211146,40BA151,4
40211146,40BC011,2
40211146,40BC021,4
40211146,40BC051,2
40211146,40BC061,3
40211146,40BQ021,1
40211146,40BQ141,4
40211146,40BQ171,3
40211146,40BQ321,3
40211146,40BQ331,3
40211146,40BQ371,4
40211146,40BQ381,3
40211146,40BR242,2
40211146,40UN080,2
40211147,40B0291,1
40211147,40BA011,1
40211147,40BA021,1
40211147,40BA051,3
40211147,40BA061,4
40211147,40BA081,3
40211147,40BA091,1
40211147,40BA121,1
40211147,40BA131,3
40211147,40BA141,1
40211147,40BA221,1
40211147,40BC011,2
40211147,40BC051,1
40211147,40BC071,1
40211147,40BQ021,1
40211147,40BQ051,1
40211147,40BQ321,2
40211147,40BQ341,3
40211148,409R481,5
40211148,40B0291,3
40211148,40BA011,2
40211148,40BA021,3
40211148,40BA051,3
40211148,40BA061,5
40211148,40BA081,4
40211148,40BA091,4
40211148,40BA101,4
40211148,40BA121,4
40211148,40BA131,5
40211148,40BA141,4
40211148,40BA151,4
40211148,40BC011,3
40211148,40BC051,3
40211148,40BC061,4
40211148,40BQ051,3
40211148,40BQ141,3
40211148,40BQ321,3
40211148,40BQ331,3
40211148,40BQ371,4
40211148,40BQ401,5
40211148,40BQ421,3
40211148,40UN050,3
40211150,4069211,4
40211150,40B0291,2
40211150,40BA011,3
40211150,40BA021,3
40211150,40BA051,3
40211150,40BA061,5
40211150,40BA081,3
40211150,40BA091,1
40211150,40BA101,2
40211150,40BA131,4
40211150,40BA141,4
40211150,40BA151,4
40211150,40BC011,3
40211150,40BC021,3
40211150,40BQ021,3
40211150,40BQ171,3
40211150,40BQ321,3
40211150,40BQ371,5
40211150,40BQ401,3
40211150,40BQ421,4
40211150,40KN152,4
40211150,40UN020,4
40211150,40UN080,3
40211150,433N171,1
40211151,4069203,4
40211151,40B0291,2
40211151,40BA011,3
40211151,40BA061,4
40211151,40BA081,3
40211151,40BA091,1
40211151,40BA101,2
40211151,40BA121,3
40211151,40BA131,4
40211151,40BA141,4
40211151,40BA151,4
40211151,40BC021,2
40211151,40BC051,4
40211151,40BC061,5
40211151,40BQ021,5
40211151,40BQ171,5
40211151,40BQ321,3
40211151,40BQ371,5
40211151,40BQ381,5
40211151,40BQ391,4
40211151,40BR342,4
40211151,40BR372,5
40211151,40PQ041,4
40211151,40UN070,4
40211151,40UN110,4
40211152,40B0291,2
40211152,40BA011,1
40211152,40BA051,3
40211152,40BA081,2
40211153,40B0291,2
40211153,40BA011,1
40211153,40BA021,3
40211153,40BA051,3
40211153,40BA061,4
40211153,40BA121,3
40211153,40BA131,3
40211153,40BA141,3
40211153,40BA151,4
40211153,40BC011,2
40211153,40BC021,2
40211153,40BC051,3
40211153,40BC061,4
40211153,40BQ021,5
40211153,40BQ051,5
40211153,40BQ171,4
40211153,40BQ321,4
40211153,40BQ331,2
40211153,40BQ371,4
40211153,40BQ381,5
40211153,40BQ391,5
40211153,40BR372,4
40211153,40UN110,4
40211154,409R181,4
40211154,40BA022,2
40211154,40BA051,3
40211154,40BA091,1
40211154,40BA101,2
40211154,40BA121,3
40211154,40BA141,2
40211154,40BA151,3
40211154,40BC011,1
40211154,40BC021,2
40211154,40BC061,4
40211154,40BQ141,2
40211154,40BQ171,1
40211154,40BQ331,2
40211154,40BQ371,3
40211154,40BQ381,1
40211154,40BQ391,3
40211154,40BQ401,3
40211154,40BQ421,1
40211154,40UN110,4
40211156,404D561,4
40211156,409R181,4
40211156,40BA022,5
40211156,40BA051,5
40211156,40BA121,4
40211156,40BA131,5
40211156,40BA141,3
40211156,40BA151,3
40211156,40BC011,2
40211156,40BC021,3
40211156,40BC051,4
40211156,40BC061,3
40211156,40BQ141,4
40211156,40BQ171,3
40211156,40BQ331,4
40211156,40BQ371,5
40211156,40BQ381,4
40211156,40BQ391,4
40211156,40BQ401,5
40211156,40BQ421,4
40211156,40BR372,3
40211157,40BA101,2
40211157,40BC011,1
40211158,404D561,2
40211158,409R181,4
40211158,40BA011,4
40211158,40BA022,2
40211158,40BA091,1
40211158,40BA101,2
40211158,40BA121,3
40211158,40BA131,3
40211158,40BA141,3
40211158,40BA151,3
40211158,40BC011,1
40211158,40BC021,2
40211158,40BC051,3
40211158,40BC061,3
40211158,40BQ141,4
40211158,40BQ331,3
40211158,40BQ371,2
40211158,40BQ391,2
40211158,40BQ421,2
40211158,40BR372,2
40211158,40UN110,4
40211158,433N262,4
40211161,409A013,1
40211161,409A023,1
40211161,40B0291,3
40211161,40B9431,4
40211161,40B9651,3
40211161,40B9662,3
40211161,40BA012,1
40211161,40BA051,2
40211161,40BA061,1
40211161,40BA101,4
40211161,40BA121,2
40211161,40BA131,1
40211161,40BA141,2
40211161,40BA151,3
40211161,40BC011,2
40211161,40BC021,4
40211161,40BQ031,2
40211161,40BQ051,1
40211161,40BQ141,1
40211161,40BQ331,1
40211161,40BQ371,2
40211161,40UN070,3
40211161,435R021,1
40211162,40BA011,2
40211162,40BA021,2
40211162,40BA091,1
40211162,40BA121,3
40211162,40BA131,3
40211162,40BA141,3
40211162,40BC011,3
40211162,40BC021,2
40211162,40BC051,3
40211162,40BC061,3
40211162,40BQ051,4
40211162,40BQ171,1
40211162,40BQ321,4
40211162,40BQ371,3
40211162,40BQ391,2
40211162,40BQ421,3
40211162,40UN080,4
40211163,40BA121,3
40211163,40BA131,2
40211163,40BA141,4
40211163,40BA151,4
40211163,40BC021,1
40211163,40BQ141,1
40211163,40BQ401,1
40211163,40BQ421,1
40211163,40UN110,4
40211163,433A011,2
40211164,409A023,5
40211164,409U403,4
40211164,40BA102,3
40211164,40BA151,4
40211164,40BC061,5
40211164,40BQ311,4
40211164,40BQ371,4
40211164,40BQ381,4
40211164,40BQ391,4
40211164,40BR222,5
40211164,40BR342,4
40211164,40KN151,3
40211165,40BA011,5
40211165,40BA101,4
40211165,40BA121,3
40211165,40BA131,2
40211165,40BA141,2
40211165,40BA151,3
40211165,40BC021,5
40211165,40BC061,5
40211165,40BQ141,2
40211165,40BQ371,2
40211165,40BQ391,3
40211166,40BC051,1
40211201,4069432,2
40211201,409Q072,4
40211201,409U313,3
40211201,40B0292,2
40211201,40B9561,4
40211201,40B9572,4
40211201,40BA012,2
40211201,40BA022,2
40211201,40BA052,1
40211201,40BA061,1
40211201,40BA082,3
40211201,40BA092,3
40211201,40BA102,2
40211201,40BA122,2
40211201,40BA142,4
40211201,40BA152,4
40211201,40BD012,2
40211201,40BD032,4
40211201,40BR032,3
40211201,40BR042,2
40211201,40BR082,3
40211201,40BR122,5
40211201,40BR372,2
40211201,432N082,4
40211202,40B0292,3
40211202,40B9431,4
40211202,40B9651,4
40211202,40B9662,4
40211202,40BA012,3
40211202,40BA022,4
40211202,40BA052,2
40211202,40BA062,4
40211202,40BA082,3
40211202,40BA092,3
40211202,40BA122,2
40211202,40BA132,3
40211202,40BD012,2
