Student_ID,train_interaction_count,fraction_of_catalog_observed,mean_rating,rating_std,rating_min,rating_max,number_of_distinct_rating_levels,fraction_rating_1,fraction_rating_2,fraction_rating_3,fraction_rating_4,fraction_rating_5,fraction_rating_ge_4,fraction_rating_lt_4,rating_entropy,rating_range,number_of_observed_ordered_pairs,normalized_pair_count_per_interaction,mean_rating_gap_across_pairs,max_rating_gap,fraction_gap_1_pairs,fraction_gap_2plus_pairs,mean_degree_of_interacted_items,median_degree_of_interacted_items,min_degree_of_interacted_items,max_degree_of_interacted_items,fraction_of_interactions_with_head_items,fraction_of_interactions_with_tail_items,MF_MAE_user,LightGCN_MAE_user,MAE_difference,rating_winner,MF_rating_better,LightGCN_rating_better,ranking_eligible,MF_NDCG5_user,LightGCN_NDCG5_user,NDCG5_difference,ranking_winner,MF_ranking_better,LightGCN_ranking_better,MF_Recall@5,LightGCN_Recall@5,Recall@5_difference,Recall@5_winner,MF_HitRate@5,LightGCN_HitRate@5,HitRate@5_difference,HitRate@5_winner
40211110,28,0.18543046357615894,3.2142857142857144,1.0473484499010843,1.0,5.0,5,0.03571428571428571,0.21428571428571427,0.39285714285714285,0.21428571428571427,0.14285714285714285,0.35714285714285715,0.6428571428571429,2.0547371429981705,4.0,287,10.25,1.5679442508710801,4.0,0.5644599303135889,0.4355400696864111,50.785714285714285,41.0,1.0,137.0,0.32142857142857145,0.03571428571428571,0.5701735814412435,0.5975518226623535,0.02737824122110999,MF,1,0,True,0.3868528072345416,0.0,-0.3868528072345416,MF,1,0,1.0,0.0,-1.0,MF,1.0,0.0,-1.0,MF
40211111,23,0.152317880794702,2.3043478260869565,0.9525609695742019,1.0,4.0,4,0.2608695652173913,0.2608695652173913,0.391304347826087,0.08695652173913043,0.0,0.08695652173913043,0.9130434782608695,1.8475239116381135,3.0,186,8.08695652173913,1.4838709677419355,3.0,0.5806451612903226,0.41935483870967744,70.82608695652173,73.0,14.0,137.0,0.5217391304347826,0.0,0.5033149719238281,0.4406788349151611,-0.06263613700866705,LightGCN,0,1,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211112,24,0.15894039735099338,2.5416666666666665,0.9991315673568166,1.0,4.0,4,0.16666666666666666,0.3333333333333333,0.2916666666666667,0.20833333333333334,0.0,0.20833333333333334,0.7916666666666666,1.949082295352821,3.0,211,8.791666666666666,1.5118483412322274,3.0,0.5829383886255924,0.41706161137440756,68.70833333333333,73.5,1.0,137.0,0.5416666666666666,0.041666666666666664,1.2339386145273843,1.0385239124298096,-0.19541470209757472,LightGCN,0,1,True,0.6131471927654584,0.8772153153380493,0.26406812257259094,LightGCN,0,1,0.5,1.0,0.5,LightGCN,1.0,1.0,0.0,tie
40211113,24,0.15894039735099338,2.6666666666666665,1.0274023338281628,1.0,4.0,4,0.16666666666666666,0.25,0.3333333333333333,0.25,0.0,0.25,0.75,1.9591479170272446,3.0,212,8.833333333333334,1.5471698113207548,3.0,0.5660377358490566,0.4339622641509434,61.625,45.5,3.0,137.0,0.4166666666666667,0.0,0.2060431241989135,0.2420638799667358,0.03602075576782232,MF,1,0,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211114,21,0.1390728476821192,1.6666666666666667,1.0837911120705752,1.0,4.0,4,0.6666666666666666,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.0,0.14285714285714285,0.8571428571428571,1.4012343792962176,3.0,113,5.380952380952381,1.9469026548672566,3.0,0.4247787610619469,0.5752212389380531,66.14285714285714,49.0,23.0,137.0,0.42857142857142855,0.0,0.9314035773277284,0.4617826342582702,-0.4696209430694582,LightGCN,0,1,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211115,21,0.1390728476821192,1.8571428571428572,1.0367400503370114,1.0,4.0,4,0.5238095238095238,0.19047619047619047,0.19047619047619047,0.09523809523809523,0.0,0.09523809523809523,0.9047619047619048,1.72309133682589,3.0,142,6.761904761904762,1.676056338028169,3.0,0.4788732394366197,0.5211267605633803,71.76190476190476,62.0,25.0,136.0,0.47619047619047616,0.0,0.4479093551635742,0.1844373345375061,-0.2634720206260681,LightGCN,0,1,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211116,25,0.16556291390728478,3.52,1.0998181667894016,1.0,5.0,5,0.04,0.12,0.36,0.24,0.24,0.48,0.52,2.0717056888227985,4.0,231,9.24,1.6363636363636365,4.0,0.5194805194805194,0.4805194805194805,65.36,48.0,3.0,137.0,0.48,0.0,1.0049655437469482,0.3457193374633789,-0.6592462062835693,LightGCN,0,1,True,0.0,0.3868528072345416,0.3868528072345416,LightGCN,0,1,0.0,1.0,1.0,LightGCN,0.0,1.0,1.0,LightGCN
40211117,25,0.16556291390728478,2.76,1.3937001112147478,1.0,5.0,5,0.28,0.16,0.2,0.24,0.12,0.36,0.64,2.262824692361507,4.0,245,9.8,2.0,4.0,0.39183673469387753,0.6081632653061224,62.12,43.0,11.0,137.0,0.44,0.0,0.7920873165130615,0.6110599040985107,-0.18102741241455078,LightGCN,0,1,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211118,25,0.16556291390728478,4.48,0.6997142273814361,3.0,5.0,3,0.0,0.0,0.12,0.28,0.6,0.88,0.12,1.3234669541469457,2.0,171,6.84,1.263157894736842,2.0,0.7368421052631579,0.2631578947368421,53.8,42.0,1.0,137.0,0.36,0.04,0.6153814792633057,0.3850502967834472,-0.23033118247985845,LightGCN,0,1,True,0.0,0.0,0.0,tie,0,0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie
40211119,22,0.1456953642384106,3.0,0.8528028654224418,1.0,4.0,4,0.09090909090909091,0.09090909090909091,0.5454545454545454,0.2727272727272727,0.0,0.2727272727272727,0.7272727272727273,1.617189572592715,3.0,148,6.7272727272727275,1.4054054054054055,3.0,0.6756756756756757,0.32432432432432434,68.95454545454545,73.5,3.0,137.0,0.5454545454545454,0.0,0.3342417478561401,0.5004100799560547,0.1661683320999146,MF,1,0,True,0.0,0.0,0.0,tie,0,0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie
40211120,1,0.006622516556291391,3.0,0.0,3.0,3.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,137.0,137.0,137.0,137.0,1.0,0.0,1.4159510135650637,1.6950089931488037,0.27905797958374,MF,1,0,True,0.0,1.0,1.0,LightGCN,0,1,0.0,1.0,1.0,LightGCN,0.0,1.0,1.0,LightGCN
40211121,25,0.16556291390728478,2.76,0.9499473669630334,1.0,4.0,4,0.12,0.24,0.4,0.24,0.0,0.24,0.76,1.8841074513870861,3.0,222,8.88,1.4594594594594594,3.0,0.6216216216216216,0.3783783783783784,63.44,48.0,4.0,137.0,0.44,0.0,0.476391077041626,0.0865784883499145,-0.3898125886917115,LightGCN,0,1,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211122,23,0.152317880794702,3.260869565217391,1.1503266569846047,1.0,5.0,5,0.08695652173913043,0.13043478260869565,0.391304347826087,0.21739130434782608,0.17391304347826086,0.391304347826087,0.6086956521739131,2.1368726956404434,4.0,197,8.565217391304348,1.6954314720812182,4.0,0.49746192893401014,0.5025380710659898,65.30434782608695,73.0,2.0,137.0,0.5217391304347826,0.0,0.3898777961730957,0.4966144561767578,0.10673666000366211,MF,1,0,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211123,24,0.15894039735099338,3.5,0.7637626158259734,2.0,5.0,4,0.0,0.08333333333333333,0.4166666666666667,0.4166666666666667,0.08333333333333333,0.5,0.5,1.650022421648354,3.0,184,7.666666666666667,1.2608695652173914,3.0,0.7608695652173914,0.2391304347826087,68.75,68.0,4.0,137.0,0.5,0.0,1.4956893920898438,1.286760965983073,-0.20892842610677076,LightGCN,0,1,True,0.0,0.0,0.0,tie,0,0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie
40211125,25,0.16556291390728478,3.44,0.8522910301065006,1.0,4.0,4,0.04,0.12,0.2,0.64,0.0,0.64,0.36,1.4292750707107134,3.0,167,6.68,1.5089820359281436,3.0,0.5868263473053892,0.41317365269461076,66.68,49.0,12.0,137.0,0.48,0.0,1.3518823385238647,1.3281196355819702,-0.02376270294189453,LightGCN,0,1,True,0.0,0.0,0.0,tie,0,0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie
40211126,30,0.1986754966887417,3.3,1.3699148392023013,1.0,5.0,5,0.16666666666666666,0.1,0.23333333333333334,0.26666666666666666,0.23333333333333334,0.5,0.5,2.2513073660949607,4.0,352,11.733333333333333,1.9517045454545454,4.0,0.42045454545454547,0.5795454545454546,40.96666666666667,18.0,1.0,137.0,0.3,0.06666666666666667,1.297664801279704,1.0504603385925293,-0.24720446268717478,LightGCN,0,1,True,0.0,0.0,0.0,tie,0,0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie
40211127,25,0.16556291390728478,4.28,0.7756287771866126,2.0,5.0,4,0.0,0.04,0.08,0.44,0.44,0.88,0.12,1.5195563653739033,3.0,189,7.56,1.291005291005291,3.0,0.7671957671957672,0.2328042328042328,59.8,42.0,2.0,137.0,0.36,0.0,0.6857913335164388,0.9157484372456868,0.22995710372924794,MF,1,0,True,0.0,0.0,0.0,tie,0,0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie
40211128,1,0.006622516556291391,2.0,0.0,2.0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,137.0,137.0,137.0,137.0,1.0,0.0,1.4322466850280762,0.058068037033081,-1.3741786479949951,LightGCN,0,1,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211129,24,0.15894039735099338,3.5833333333333335,0.9537935951882998,2.0,5.0,4,0.0,0.125,0.375,0.2916666666666667,0.20833333333333334,0.5,0.5,1.8955734405551428,3.0,206,8.583333333333334,1.4660194174757282,3.0,0.6067961165048543,0.3932038834951456,54.0,42.5,2.0,132.0,0.4583333333333333,0.0,0.91936985651652,0.911707083384196,-0.007662773132323997,LightGCN,0,1,True,0.0,0.0,0.0,tie,0,0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie
40211130,24,0.15894039735099338,1.875,0.9709316831442536,1.0,4.0,4,0.4583333333333333,0.2916666666666667,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.9166666666666666,1.763911156578927,3.0,193,8.041666666666666,1.528497409326425,3.0,0.5854922279792746,0.41450777202072536,67.5,48.5,1.0,160.0,0.4583333333333333,0.041666666666666664,0.4877313772837321,0.2399052778879801,-0.247826099395752,LightGCN,0,1,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211131,5,0.033112582781456956,1.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,115.8,121.0,83.0,137.0,1.0,0.0,0.5216109752655029,0.0,-0.5216109752655029,LightGCN,0,1,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211132,22,0.1456953642384106,2.0454545454545454,1.0650340467145436,1.0,4.0,4,0.4090909090909091,0.2727272727272727,0.18181818181818182,0.13636363636363635,0.0,0.13636363636363635,0.8636363636363636,1.8778867313886054,3.0,171,7.7727272727272725,1.631578947368421,3.0,0.5263157894736842,0.47368421052631576,61.63636363636363,52.5,2.0,137.0,0.45454545454545453,0.0,1.282922089099884,1.0896668434143066,-0.1932552456855774,LightGCN,0,1,True,0.0,1.0,1.0,LightGCN,0,1,0.0,1.0,1.0,LightGCN,0.0,1.0,1.0,LightGCN
40211133,25,0.16556291390728478,4.08,0.7959899496852959,2.0,5.0,4,0.0,0.04,0.16,0.48,0.32,0.8,0.2,1.6430741894285696,3.0,200,8.0,1.3,3.0,0.74,0.26,69.76,73.0,4.0,137.0,0.52,0.0,0.2617428302764892,0.7309346199035645,0.46919178962707525,MF,1,0,True,0.6131471927654584,0.0,-0.6131471927654584,MF,1,0,0.5,0.0,-0.5,MF,1.0,0.0,-1.0,MF
40211134,25,0.16556291390728478,3.28,1.1142710621747296,1.0,5.0,5,0.12,0.12,0.16,0.56,0.04,0.6,0.4,1.811346433249389,4.0,197,7.88,1.7969543147208122,4.0,0.4619289340101523,0.5380710659898477,59.4,43.0,3.0,137.0,0.36,0.0,0.6627632776896158,0.5340371131896973,-0.12872616449991858,LightGCN,0,1,True,0.0,0.0,0.0,tie,0,0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie
40211135,5,0.033112582781456956,3.0,1.0954451150103321,1.0,4.0,3,0.2,0.0,0.4,0.4,0.0,0.4,0.6,1.5219280948873621,3.0,8,1.6,1.75,3.0,0.5,0.5,110.0,123.0,37.0,137.0,0.8,0.0,0.6839842796325684,0.90979266166687,0.22580838203430165,MF,1,0,True,0.0,0.3868528072345416,0.3868528072345416,LightGCN,0,1,0.0,1.0,1.0,LightGCN,0.0,1.0,1.0,LightGCN
40211136,25,0.16556291390728478,4.04,0.9583318840568751,1.0,5.0,4,0.04,0.0,0.2,0.4,0.36,0.76,0.24,1.7095263323230747,4.0,209,8.36,1.4641148325358853,4.0,0.6698564593301436,0.33014354066985646,64.68,62.0,4.0,137.0,0.48,0.0,0.5085593461990356,0.3238070011138916,-0.18475234508514404,LightGCN,0,1,True,0.0,0.0,0.0,tie,0,0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie
40211137,21,0.1390728476821192,1.9047619047619047,0.8676603408708855,1.0,4.0,4,0.38095238095238093,0.38095238095238093,0.19047619047619047,0.047619047619047616,0.0,0.047619047619047616,0.9523809523809523,1.7256507561120937,3.0,148,7.0476190476190474,1.3783783783783783,3.0,0.6756756756756757,0.32432432432432434,62.333333333333336,49.0,7.0,137.0,0.42857142857142855,0.0,0.713523268699646,1.1210334300994873,0.4075101613998413,MF,1,0,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211138,20,0.13245033112582782,3.5,1.0723805294763609,1.0,5.0,5,0.05,0.1,0.35,0.3,0.2,0.5,0.5,2.063865121950854,4.0,147,7.35,1.5918367346938775,4.0,0.5578231292517006,0.4421768707482993,78.2,78.0,25.0,137.0,0.6,0.0,1.029405117034912,0.9090628623962402,-0.12034225463867188,LightGCN,0,1,True,0.0,0.0,0.0,tie,0,0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie
40211139,24,0.15894039735099338,2.7083333333333335,0.9344858955002419,1.0,4.0,4,0.16666666666666666,0.125,0.5416666666666666,0.16666666666666666,0.0,0.16666666666666666,0.8333333333333334,1.71577067413792,3.0,183,7.625,1.5245901639344261,3.0,0.5628415300546448,0.4371584699453552,63.333333333333336,55.0,4.0,136.0,0.4583333333333333,0.0,0.1788158416748047,0.3396303653717041,0.16081452369689941,MF,1,0,True,1.0,0.6309297535714575,-0.36907024642854247,MF,1,0,1.0,1.0,0.0,tie,1.0,1.0,0.0,tie
40211141,25,0.16556291390728478,4.04,0.7200000000000001,2.0,5.0,4,0.0,0.04,0.12,0.6,0.24,0.84,0.16,1.4891353321499974,3.0,177,7.08,1.2542372881355932,3.0,0.7796610169491526,0.22033898305084745,61.24,48.0,7.0,136.0,0.4,0.0,0.8432567914326986,0.9110095500946044,0.06775275866190578,MF,1,0,True,0.6131471927654584,0.0,-0.6131471927654584,MF,1,0,0.5,0.0,-0.5,MF,1.0,0.0,-1.0,MF
40211142,13,0.08609271523178808,1.6153846153846154,1.002954216185023,1.0,4.0,4,0.6923076923076923,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.9230769230769231,1.3520301017579528,3.0,41,3.1538461538461537,1.9024390243902438,3.0,0.3170731707317073,0.6829268292682927,96.53846153846153,105.0,7.0,137.0,0.8461538461538461,0.0,0.633936882019043,0.1595020294189453,-0.47443485260009766,LightGCN,0,1,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211144,25,0.16556291390728478,2.0,1.0583005244258363,1.0,4.0,4,0.4,0.36,0.08,0.16,0.0,0.16,0.84,1.7739119513005472,3.0,212,8.48,1.6415094339622642,3.0,0.5471698113207547,0.4528301886792453,68.48,62.0,20.0,137.0,0.48,0.0,1.7441271543502808,1.6236823797225952,-0.12044477462768555,LightGCN,0,1,True,0.0,0.0,0.0,tie,0,0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie
40211145,13,0.08609271523178808,1.9230769230769231,0.9166442529086912,1.0,4.0,4,0.38461538461538464,0.38461538461538464,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.9230769230769231,1.760495029766198,3.0,57,4.384615384615385,1.4385964912280702,3.0,0.6491228070175439,0.3508771929824561,84.92307692307692,102.0,5.0,136.0,0.6923076923076923,0.0,0.9586799144744872,0.43896484375,-0.5197150707244872,LightGCN,0,1,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211146,24,0.15894039735099338,2.7916666666666665,0.956520023604083,1.0,5.0,5,0.08333333333333333,0.2916666666666667,0.4166666666666667,0.16666666666666666,0.041666666666666664,0.20833333333333334,0.7916666666666666,1.9653472755846206,4.0,203,8.458333333333334,1.4630541871921183,4.0,0.6305418719211823,0.3694581280788177,64.0,55.5,2.0,132.0,0.4583333333333333,0.0,0.9651230573654176,0.9301623106002808,-0.03496074676513683,LightGCN,0,1,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211147,18,0.11920529801324503,1.7222222222222223,0.9891385452647142,1.0,4.0,4,0.6111111111111112,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.0,0.05555555555555555,0.9444444444444444,1.5002723456084084,3.0,91,5.055555555555555,1.7472527472527473,3.0,0.37362637362637363,0.6263736263736264,85.05555555555556,81.0,26.0,137.0,0.7222222222222222,0.0,0.6164094805717468,0.6442751884460449,0.027865707874298096,MF,1,0,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211148,24,0.15894039735099338,3.625,0.8068715304598785,2.0,5.0,4,0.0,0.041666666666666664,0.4583333333333333,0.3333333333333333,0.16666666666666666,0.5,0.5,1.6660563421790615,3.0,187,7.791666666666667,1.320855614973262,3.0,0.7005347593582888,0.2994652406417112,70.125,67.5,1.0,137.0,0.5,0.041666666666666664,0.2508550882339477,0.1988402605056762,-0.05201482772827151,LightGCN,0,1,True,0.0,0.0,0.0,tie,0,0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie
40211150,24,0.15894039735099338,3.2083333333333335,0.9991315673568165,1.0,5.0,5,0.08333333333333333,0.08333333333333333,0.4583333333333333,0.2916666666666667,0.08333333333333333,0.375,0.625,1.9305778232455937,4.0,197,8.208333333333334,1.5380710659898478,4.0,0.5939086294416244,0.40609137055837563,63.625,52.5,2.0,137.0,0.4583333333333333,0.0,0.2606965700785319,0.2138904730478922,-0.04680609703063973,LightGCN,0,1,True,0.2021073465005475,0.0,-0.2021073465005475,MF,1,0,0.3333333333333333,0.0,-0.3333333333333333,MF,1.0,0.0,-1.0,MF
40211151,25,0.16556291390728478,3.72,1.0777754868245983,1.0,5.0,5,0.04,0.12,0.16,0.44,0.24,0.68,0.32,1.9911197773146978,4.0,221,8.84,1.6199095022624435,4.0,0.5656108597285068,0.4343891402714932,60.6,43.0,4.0,137.0,0.44,0.0,0.8115224838256836,0.5535376071929932,-0.25798487663269043,LightGCN,0,1,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211152,4,0.026490066225165563,2.0,0.7071067811865476,1.0,3.0,3,0.25,0.5,0.25,0.0,0.0,0.0,1.0,1.5,2.0,5,1.25,1.2,2.0,0.8,0.2,130.0,134.0,115.0,137.0,1.0,0.0,0.269688606262207,2.0,1.730311393737793,MF,1,0,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
40211153,23,0.152317880794702,3.4347826086956523,1.0964800185146513,1.0,5.0,5,0.043478260869565216,0.17391304347826086,0.2608695652173913,0.34782608695652173,0.17391304347826086,0.5217391304347826,0.4782608695652174,2.110093477608016,4.0,198,8.608695652173912,1.6161616161616161,4.0,0.5454545454545454,0.45454545454545453,71.3913043478261,73.0,23.0,137.0,0.5217391304347826,0.0,0.5940835475921631,0.8004499673843384,0.2063664197921753,MF,1,0,True,0.0,0.0,0.0,tie,0,0,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie
40211154,20,0.13245033112582782,2.35,1.0136567466356647,1.0,4.0,4,0.25,0.3,0.3,0.15,0.0,0.15,0.85,1.9527241956246548,3.0,147,7.35,1.530612244897959,3.0,0.5714285714285714,0.42857142857142855,56.75,42.5,4.0,132.0,0.35,0.0,0.3941209316253662,0.4133875370025635,0.019266605377197266,MF,1,0,False,,,,ineligible,0,0,,,,ineligible,,,,ineligible
