stage,pair_mode,initial_alpha,lambda_rank,learning_rate,maximum_epochs,epoch,alpha,train_rating_loss,train_ranking_loss,train_total_loss,validation_RMSE_monitor
global,unweighted,0.1,0.0,0.001,50,20,0.10181599110364914,0.6027023196220398,0.45743727684020996,0.6027023196220398,1.0968421697616577
global,unweighted,0.1,0.0,0.001,50,21,0.10190771520137787,0.6026403903961182,0.45737865567207336,0.6026403903961182,1.0968202352523804
global,unweighted,0.1,0.0,0.001,50,22,0.10199952870607376,0.6025784015655518,0.4573199450969696,0.6025784015655518,1.096798300743103
global,unweighted,0.1,0.0,0.001,50,23,0.10209143906831741,0.6025164127349854,0.45726123452186584,0.6025164127349854,1.0967763662338257
global,unweighted,0.1,0.0,0.001,50,24,0.10218344628810883,0.6024543046951294,0.4572024643421173,0.6024543046951294,1.0967544317245483
global,unweighted,0.1,0.0,0.001,50,25,0.102275550365448,0.6023921370506287,0.4571436047554016,0.6023921370506287,1.0967323780059814
global,unweighted,0.1,0.0,0.001,50,26,0.10236774384975433,0.6023299694061279,0.4570847153663635,0.6023299694061279,1.0967103242874146
global,unweighted,0.1,0.0,0.001,50,27,0.10246003419160843,0.6022676825523376,0.45702579617500305,0.6022676825523376,1.0966882705688477
global,unweighted,0.1,0.0,0.001,50,28,0.10255242884159088,0.6022053956985474,0.456966757774353,0.6022053956985474,1.0966662168502808
global,unweighted,0.1,0.0,0.001,50,29,0.1026449054479599,0.6021429896354675,0.4569077491760254,0.6021429896354675,1.0966441631317139
global,unweighted,0.1,0.0,0.001,50,30,0.10273750126361847,0.6020805239677429,0.4568486511707306,0.6020805239677429,1.0966219902038574
global,unweighted,0.1,0.0,0.001,50,31,0.1028302013874054,0.6020180583000183,0.4567895233631134,0.6020180583000183,1.0965999364852905
global,unweighted,0.1,0.0,0.001,50,32,0.10292299091815948,0.6019554734230042,0.45673030614852905,0.6019554734230042,1.096577763557434
global,unweighted,0.1,0.0,0.001,50,33,0.10301588475704193,0.6018927693367004,0.4566710293292999,0.6018927693367004,1.0965555906295776
global,unweighted,0.1,0.0,0.001,50,34,0.10310888290405273,0.6018300652503967,0.456611692905426,0.6018300652503967,1.0965332984924316
global,unweighted,0.1,0.0,0.001,50,35,0.1032019853591919,0.601767361164093,0.45655232667922974,0.601767361164093,1.0965111255645752
global,unweighted,0.1,0.0,0.001,50,36,0.10329518467187881,0.6017045378684998,0.45649293065071106,0.6017045378684998,1.0964889526367188
global,unweighted,0.1,0.0,0.001,50,37,0.10338848829269409,0.6016416549682617,0.4564334452152252,0.6016416549682617,1.0964666604995728
global,unweighted,0.1,0.0,0.001,50,38,0.10348188877105713,0.6015786528587341,0.456373929977417,0.6015786528587341,1.0964443683624268
global,unweighted,0.1,0.0,0.001,50,39,0.10357540845870972,0.6015156507492065,0.4563143253326416,0.6015156507492065,1.0964219570159912
global,unweighted,0.1,0.0,0.001,50,40,0.10366902500391006,0.6014525890350342,0.45625466108322144,0.6014525890350342,1.0963996648788452
global,unweighted,0.1,0.0,0.001,50,41,0.10376274585723877,0.6013894081115723,0.4561949372291565,0.6013894081115723,1.0963773727416992
global,unweighted,0.1,0.0,0.001,50,42,0.10385657846927643,0.6013261675834656,0.45613518357276917,0.6013261675834656,1.0963549613952637
global,unweighted,0.1,0.0,0.001,50,43,0.10395050048828125,0.6012629270553589,0.4560753405094147,0.6012629270553589,1.0963325500488281
global,unweighted,0.1,0.0,0.001,50,44,0.10404453426599503,0.6011996269226074,0.4560154974460602,0.6011996269226074,1.0963101387023926
global,unweighted,0.1,0.0,0.001,50,45,0.10413867980241776,0.6011361479759216,0.4559555649757385,0.6011361479759216,1.096287727355957
global,unweighted,0.1,0.0,0.001,50,46,0.10423292964696884,0.6010726690292358,0.4558955729007721,0.6010726690292358,1.096265196800232
global,unweighted,0.1,0.0,0.001,50,47,0.10432729125022888,0.6010091304779053,0.4558354914188385,0.6010091304779053,1.0962427854537964
global,unweighted,0.1,0.0,0.001,50,48,0.10442174226045609,0.6009455323219299,0.4557753801345825,0.6009455323219299,1.0962201356887817
global,unweighted,0.1,0.0,0.001,50,49,0.10451631993055344,0.6008818745613098,0.45571523904800415,0.6008818745613098,1.0961976051330566
global,unweighted,0.1,0.0,0.001,50,50,0.10461100190877914,0.6008180975914001,0.4556550085544586,0.6008180975914001,1.0961750745773315
global,unweighted,0.1,0.0,0.001,100,1,0.10009001940488815,0.6038682460784912,0.45854249596595764,0.6038682460784912,1.0972552299499512
global,unweighted,0.1,0.0,0.001,100,2,0.10018011927604675,0.6038073301315308,0.4584846794605255,0.6038073301315308,1.0972336530685425
global,unweighted,0.1,0.0,0.001,100,3,0.10027032345533371,0.6037463545799255,0.45842689275741577,0.6037463545799255,1.0972120761871338
global,unweighted,0.1,0.0,0.001,100,4,0.10036059468984604,0.6036853194236755,0.4583689868450165,0.6036853194236755,1.097190499305725
global,unweighted,0.1,0.0,0.001,100,5,0.10045092552900314,0.6036242842674255,0.4583110511302948,0.6036242842674255,1.0971689224243164
global,unweighted,0.1,0.0,0.001,100,6,0.10054133832454681,0.6035631895065308,0.4582531452178955,0.6035631895065308,1.0971471071243286
global,unweighted,0.1,0.0,0.001,100,7,0.10063184797763824,0.6035019755363464,0.45819514989852905,0.6035019755363464,1.09712553024292
global,unweighted,0.1,0.0,0.001,100,8,0.10072241723537445,0.6034407615661621,0.4581370949745178,0.6034407615661621,1.0971038341522217
global,unweighted,0.1,0.0,0.001,100,9,0.10081306844949722,0.6033795475959778,0.4580790400505066,0.6033795475959778,1.0970821380615234
global,unweighted,0.1,0.0,0.001,100,10,0.10090381652116776,0.6033182740211487,0.458020955324173,0.6033182740211487,1.0970604419708252
global,unweighted,0.1,0.0,0.001,100,11,0.10099463909864426,0.60325688123703,0.4579627811908722,0.60325688123703,1.0970386266708374
global,unweighted,0.1,0.0,0.001,100,12,0.10108554363250732,0.6031954884529114,0.45790454745292664,0.6031954884529114,1.0970169305801392
global,unweighted,0.1,0.0,0.001,100,13,0.10117655247449875,0.603134036064148,0.45784634351730347,0.603134036064148,1.0969951152801514
global,unweighted,0.1,0.0,0.001,100,14,0.10126762837171555,0.6030725240707397,0.45778805017471313,0.6030725240707397,1.0969732999801636
global,unweighted,0.1,0.0,0.001,100,15,0.1013587936758995,0.6030109524726868,0.457729697227478,0.6030109524726868,1.0969514846801758
global,unweighted,0.1,0.0,0.001,100,16,0.10145007818937302,0.602949321269989,0.45767128467559814,0.602949321269989,1.096929669380188
global,unweighted,0.1,0.0,0.001,100,17,0.10154140740633011,0.6028876304626465,0.4576128125190735,0.6028876304626465,1.0969078540802002
global,unweighted,0.1,0.0,0.001,100,18,0.10163284093141556,0.6028258800506592,0.4575543999671936,0.6028258800506592,1.0968860387802124
global,unweighted,0.1,0.0,0.001,100,19,0.10172436386346817,0.6027641296386719,0.4574958384037018,0.6027641296386719,1.096864104270935
global,unweighted,0.1,0.0,0.001,100,20,0.10181599110364914,0.6027023196220398,0.45743727684020996,0.6027023196220398,1.0968421697616577
global,unweighted,0.1,0.0,0.001,100,21,0.10190771520137787,0.6026403903961182,0.45737865567207336,0.6026403903961182,1.0968202352523804
global,unweighted,0.1,0.0,0.001,100,22,0.10199952870607376,0.6025784015655518,0.4573199450969696,0.6025784015655518,1.096798300743103
global,unweighted,0.1,0.0,0.001,100,23,0.10209143906831741,0.6025164127349854,0.45726123452186584,0.6025164127349854,1.0967763662338257
global,unweighted,0.1,0.0,0.001,100,24,0.10218344628810883,0.6024543046951294,0.4572024643421173,0.6024543046951294,1.0967544317245483
global,unweighted,0.1,0.0,0.001,100,25,0.102275550365448,0.6023921370506287,0.4571436047554016,0.6023921370506287,1.0967323780059814
global,unweighted,0.1,0.0,0.001,100,26,0.10236774384975433,0.6023299694061279,0.4570847153663635,0.6023299694061279,1.0967103242874146
global,unweighted,0.1,0.0,0.001,100,27,0.10246003419160843,0.6022676825523376,0.45702579617500305,0.6022676825523376,1.0966882705688477
global,unweighted,0.1,0.0,0.001,100,28,0.10255242884159088,0.6022053956985474,0.456966757774353,0.6022053956985474,1.0966662168502808
global,unweighted,0.1,0.0,0.001,100,29,0.1026449054479599,0.6021429896354675,0.4569077491760254,0.6021429896354675,1.0966441631317139
global,unweighted,0.1,0.0,0.001,100,30,0.10273750126361847,0.6020805239677429,0.4568486511707306,0.6020805239677429,1.0966219902038574
global,unweighted,0.1,0.0,0.001,100,31,0.1028302013874054,0.6020180583000183,0.4567895233631134,0.6020180583000183,1.0965999364852905
global,unweighted,0.1,0.0,0.001,100,32,0.10292299091815948,0.6019554734230042,0.45673030614852905,0.6019554734230042,1.096577763557434
global,unweighted,0.1,0.0,0.001,100,33,0.10301588475704193,0.6018927693367004,0.4566710293292999,0.6018927693367004,1.0965555906295776
global,unweighted,0.1,0.0,0.001,100,34,0.10310888290405273,0.6018300652503967,0.456611692905426,0.6018300652503967,1.0965332984924316
global,unweighted,0.1,0.0,0.001,100,35,0.1032019853591919,0.601767361164093,0.45655232667922974,0.601767361164093,1.0965111255645752
global,unweighted,0.1,0.0,0.001,100,36,0.10329518467187881,0.6017045378684998,0.45649293065071106,0.6017045378684998,1.0964889526367188
global,unweighted,0.1,0.0,0.001,100,37,0.10338848829269409,0.6016416549682617,0.4564334452152252,0.6016416549682617,1.0964666604995728
global,unweighted,0.1,0.0,0.001,100,38,0.10348188877105713,0.6015786528587341,0.456373929977417,0.6015786528587341,1.0964443683624268
global,unweighted,0.1,0.0,0.001,100,39,0.10357540845870972,0.6015156507492065,0.4563143253326416,0.6015156507492065,1.0964219570159912
global,unweighted,0.1,0.0,0.001,100,40,0.10366902500391006,0.6014525890350342,0.45625466108322144,0.6014525890350342,1.0963996648788452
global,unweighted,0.1,0.0,0.001,100,41,0.10376274585723877,0.6013894081115723,0.4561949372291565,0.6013894081115723,1.0963773727416992
global,unweighted,0.1,0.0,0.001,100,42,0.10385657846927643,0.6013261675834656,0.45613518357276917,0.6013261675834656,1.0963549613952637
global,unweighted,0.1,0.0,0.001,100,43,0.10395050048828125,0.6012629270553589,0.4560753405094147,0.6012629270553589,1.0963325500488281
global,unweighted,0.1,0.0,0.001,100,44,0.10404453426599503,0.6011996269226074,0.4560154974460602,0.6011996269226074,1.0963101387023926
global,unweighted,0.1,0.0,0.001,100,45,0.10413867980241776,0.6011361479759216,0.4559555649757385,0.6011361479759216,1.096287727355957
global,unweighted,0.1,0.0,0.001,100,46,0.10423292964696884,0.6010726690292358,0.4558955729007721,0.6010726690292358,1.096265196800232
global,unweighted,0.1,0.0,0.001,100,47,0.10432729125022888,0.6010091304779053,0.4558354914188385,0.6010091304779053,1.0962427854537964
global,unweighted,0.1,0.0,0.001,100,48,0.10442174226045609,0.6009455323219299,0.4557753801345825,0.6009455323219299,1.0962201356887817
global,unweighted,0.1,0.0,0.001,100,49,0.10451631993055344,0.6008818745613098,0.45571523904800415,0.6008818745613098,1.0961976051330566
global,unweighted,0.1,0.0,0.001,100,50,0.10461100190877914,0.6008180975914001,0.4556550085544586,0.6008180975914001,1.0961750745773315
global,unweighted,0.1,0.0,0.001,100,51,0.10470578819513321,0.6007542610168457,0.4555947184562683,0.6007542610168457,1.0961525440216064
global,unweighted,0.1,0.0,0.001,100,52,0.10480068624019623,0.6006903648376465,0.4555343985557556,0.6006903648376465,1.0961298942565918
global,unweighted,0.1,0.0,0.001,100,53,0.10489566624164581,0.6006264090538025,0.45547398924827576,0.6006264090538025,1.0961072444915771
global,unweighted,0.1,0.0,0.001,100,54,0.10499078035354614,0.6005624532699585,0.45541349053382874,0.6005624532699585,1.0960845947265625
global,unweighted,0.1,0.0,0.001,100,55,0.10508598387241364,0.600498378276825,0.4553529918193817,0.600498378276825,1.0960619449615479
global,unweighted,0.1,0.0,0.001,100,56,0.10518131405115128,0.6004341840744019,0.4552924633026123,0.6004341840744019,1.0960391759872437
global,unweighted,0.1,0.0,0.001,100,57,0.10527674108743668,0.6003699898719788,0.45523178577423096,0.6003699898719788,1.096016526222229
global,unweighted,0.1,0.0,0.001,100,58,0.10537228733301163,0.6003056764602661,0.455171138048172,0.6003056764602661,1.0959937572479248
global,unweighted,0.1,0.0,0.001,100,59,0.10546794533729553,0.6002413034439087,0.4551103711128235,0.6002413034439087,1.0959709882736206
global,unweighted,0.1,0.0,0.001,100,60,0.1055636927485466,0.6001768708229065,0.4550495445728302,0.6001768708229065,1.0959482192993164
global,unweighted,0.1,0.0,0.001,100,61,0.10565955936908722,0.6001123785972595,0.4549886882305145,0.6001123785972595,1.0959253311157227
global,unweighted,0.1,0.0,0.001,100,62,0.1057555302977562,0.6000478267669678,0.45492780208587646,0.6000478267669678,1.0959025621414185
global,unweighted,0.1,0.0,0.001,100,63,0.10585162043571472,0.5999832153320312,0.45486679673194885,0.5999832153320312,1.0958796739578247
global,unweighted,0.1,0.0,0.001,100,64,0.1059478148818016,0.5999184846878052,0.4548057019710541,0.5999184846878052,1.095856785774231
global,unweighted,0.1,0.0,0.001,100,65,0.10604412853717804,0.5998538136482239,0.4547446370124817,0.5998538136482239,1.0958338975906372
global,unweighted,0.1,0.0,0.001,100,66,0.10614053159952164,0.5997889041900635,0.45468345284461975,0.5997889041900635,1.095810890197754
global,unweighted,0.1,0.0,0.001,100,67,0.10623706877231598,0.5997240543365479,0.4546222686767578,0.5997240543365479,1.0957880020141602
global,unweighted,0.1,0.0,0.001,100,68,0.10633370280265808,0.5996590256690979,0.4545609652996063,0.5996590256690979,1.0957648754119873
global,unweighted,0.1,0.0,0.001,100,69,0.10643046349287033,0.599593997001648,0.45449963212013245,0.599593997001648,1.0957419872283936
global,unweighted,0.1,0.0,0.001,100,70,0.10652732849121094,0.5995288491249084,0.4544382095336914,0.5995288491249084,1.0957189798355103
global,unweighted,0.1,0.0,0.001,100,71,0.10662427544593811,0.599463701248169,0.454376757144928,0.599463701248169,1.0956958532333374
global,unweighted,0.1,0.0,0.001,100,72,0.10672137141227722,0.5993984341621399,0.4543152451515198,0.5993984341621399,1.095672845840454
global,unweighted,0.1,0.0,0.001,100,73,0.1068185418844223,0.5993331670761108,0.4542536437511444,0.5993331670761108,1.0956497192382812
global,unweighted,0.1,0.0,0.001,100,74,0.10691586136817932,0.5992677807807922,0.45419201254844666,0.5992677807807922,1.0956264734268188
global,unweighted,0.1,0.0,0.001,100,75,0.10701325535774231,0.5992022752761841,0.45413029193878174,0.5992022752761841,1.0956032276153564
global,unweighted,0.1,0.0,0.001,100,76,0.10711078345775604,0.5991367697715759,0.4540685713291168,0.5991367697715759,1.095579981803894
global,unweighted,0.1,0.0,0.001,100,77,0.10720842331647873,0.599071204662323,0.45400676131248474,0.599071204662323,1.095556616783142
global,unweighted,0.1,0.0,0.001,100,78,0.10730617493391037,0.5990055203437805,0.4539448320865631,0.5990055203437805,1.0955333709716797
global,unweighted,0.1,0.0,0.001,100,79,0.10740403085947037,0.598939836025238,0.45388293266296387,0.598939836025238,1.0955098867416382
global,unweighted,0.1,0.0,0.001,100,80,0.10750202089548111,0.5988739728927612,0.45382094383239746,0.5988739728927612,1.0954866409301758
global,unweighted,0.1,0.0,0.001,100,81,0.10760010033845901,0.5988081693649292,0.4537588953971863,0.5988081693649292,1.0954631567001343
global,unweighted,0.1,0.0,0.001,100,82,0.10769830644130707,0.5987421870231628,0.45369672775268555,0.5987421870231628,1.0954397916793823
global,unweighted,0.1,0.0,0.001,100,83,0.10779662430286407,0.5986761450767517,0.4536345303058624,0.5986761450767517,1.0954163074493408
global,unweighted,0.1,0.0,0.001,100,84,0.10789503157138824,0.5986100435256958,0.45357227325439453,0.5986100435256958,1.0953928232192993
global,unweighted,0.1,0.0,0.001,100,85,0.10799355804920197,0.5985439419746399,0.45350998640060425,0.5985439419746399,1.0953693389892578
global,unweighted,0.1,0.0,0.001,100,86,0.10809219628572464,0.5984777212142944,0.4534476399421692,0.5984777212142944,1.0953458547592163
global,unweighted,0.1,0.0,0.001,100,87,0.10819095373153687,0.5984114408493042,0.45338526368141174,0.5984114408493042,1.0953222513198853
global,unweighted,0.1,0.0,0.001,100,88,0.10828981548547745,0.5983450412750244,0.45332273840904236,0.5983450412750244,1.0952986478805542
global,unweighted,0.1,0.0,0.001,100,89,0.10838881134986877,0.5982786417007446,0.453260213136673,0.5982786417007446,1.0952751636505127
global,unweighted,0.1,0.0,0.001,100,90,0.10848789662122726,0.5982121229171753,0.4531976282596588,0.5982121229171753,1.095251441001892
global,unweighted,0.1,0.0,0.001,100,91,0.1085871234536171,0.5981455445289612,0.4531349539756775,0.5981455445289612,1.095227837562561
global,unweighted,0.1,0.0,0.001,100,92,0.10868643969297409,0.5980789065361023,0.4530722498893738,0.5980789065361023,1.09520423412323
global,unweighted,0.1,0.0,0.001,100,93,0.10878589004278183,0.5980121493339539,0.4530094563961029,0.5980121493339539,1.0951805114746094
global,unweighted,0.1,0.0,0.001,100,94,0.10888543725013733,0.5979453921318054,0.45294660329818726,0.5979453921318054,1.0951567888259888
global,unweighted,0.1,0.0,0.001,100,95,0.10898511856794357,0.5978785157203674,0.45288369059562683,0.5978785157203674,1.0951330661773682
global,unweighted,0.1,0.0,0.001,100,96,0.10908488929271698,0.5978116393089294,0.45282071828842163,0.5978116393089294,1.0951093435287476
global,unweighted,0.1,0.0,0.001,100,97,0.10918477922677994,0.5977445840835571,0.45275768637657166,0.5977445840835571,1.0950855016708374
global,unweighted,0.1,0.0,0.001,100,98,0.10928479582071304,0.5976775288581848,0.4526945948600769,0.5976775288581848,1.0950617790222168
global,unweighted,0.1,0.0,0.001,100,99,0.10938490927219391,0.5976104140281677,0.4526314437389374,0.5976104140281677,1.095037817955017
global,unweighted,0.1,0.0,0.001,100,100,0.10948514193296432,0.5975431799888611,0.4525682330131531,0.5975431799888611,1.095013976097107
global,unweighted,0.1,0.0,0.001,200,1,0.10009001940488815,0.6038682460784912,0.45854249596595764,0.6038682460784912,1.0972552299499512
global,unweighted,0.1,0.0,0.001,200,2,0.10018011927604675,0.6038073301315308,0.4584846794605255,0.6038073301315308,1.0972336530685425
global,unweighted,0.1,0.0,0.001,200,3,0.10027032345533371,0.6037463545799255,0.45842689275741577,0.6037463545799255,1.0972120761871338
global,unweighted,0.1,0.0,0.001,200,4,0.10036059468984604,0.6036853194236755,0.4583689868450165,0.6036853194236755,1.097190499305725
global,unweighted,0.1,0.0,0.001,200,5,0.10045092552900314,0.6036242842674255,0.4583110511302948,0.6036242842674255,1.0971689224243164
global,unweighted,0.1,0.0,0.001,200,6,0.10054133832454681,0.6035631895065308,0.4582531452178955,0.6035631895065308,1.0971471071243286
global,unweighted,0.1,0.0,0.001,200,7,0.10063184797763824,0.6035019755363464,0.45819514989852905,0.6035019755363464,1.09712553024292
global,unweighted,0.1,0.0,0.001,200,8,0.10072241723537445,0.6034407615661621,0.4581370949745178,0.6034407615661621,1.0971038341522217
global,unweighted,0.1,0.0,0.001,200,9,0.10081306844949722,0.6033795475959778,0.4580790400505066,0.6033795475959778,1.0970821380615234
global,unweighted,0.1,0.0,0.001,200,10,0.10090381652116776,0.6033182740211487,0.458020955324173,0.6033182740211487,1.0970604419708252
global,unweighted,0.1,0.0,0.001,200,11,0.10099463909864426,0.60325688123703,0.4579627811908722,0.60325688123703,1.0970386266708374
global,unweighted,0.1,0.0,0.001,200,12,0.10108554363250732,0.6031954884529114,0.45790454745292664,0.6031954884529114,1.0970169305801392
global,unweighted,0.1,0.0,0.001,200,13,0.10117655247449875,0.603134036064148,0.45784634351730347,0.603134036064148,1.0969951152801514
global,unweighted,0.1,0.0,0.001,200,14,0.10126762837171555,0.6030725240707397,0.45778805017471313,0.6030725240707397,1.0969732999801636
global,unweighted,0.1,0.0,0.001,200,15,0.1013587936758995,0.6030109524726868,0.457729697227478,0.6030109524726868,1.0969514846801758
global,unweighted,0.1,0.0,0.001,200,16,0.10145007818937302,0.602949321269989,0.45767128467559814,0.602949321269989,1.096929669380188
global,unweighted,0.1,0.0,0.001,200,17,0.10154140740633011,0.6028876304626465,0.4576128125190735,0.6028876304626465,1.0969078540802002
global,unweighted,0.1,0.0,0.001,200,18,0.10163284093141556,0.6028258800506592,0.4575543999671936,0.6028258800506592,1.0968860387802124
global,unweighted,0.1,0.0,0.001,200,19,0.10172436386346817,0.6027641296386719,0.4574958384037018,0.6027641296386719,1.096864104270935
global,unweighted,0.1,0.0,0.001,200,20,0.10181599110364914,0.6027023196220398,0.45743727684020996,0.6027023196220398,1.0968421697616577
global,unweighted,0.1,0.0,0.001,200,21,0.10190771520137787,0.6026403903961182,0.45737865567207336,0.6026403903961182,1.0968202352523804
global,unweighted,0.1,0.0,0.001,200,22,0.10199952870607376,0.6025784015655518,0.4573199450969696,0.6025784015655518,1.096798300743103
global,unweighted,0.1,0.0,0.001,200,23,0.10209143906831741,0.6025164127349854,0.45726123452186584,0.6025164127349854,1.0967763662338257
global,unweighted,0.1,0.0,0.001,200,24,0.10218344628810883,0.6024543046951294,0.4572024643421173,0.6024543046951294,1.0967544317245483
global,unweighted,0.1,0.0,0.001,200,25,0.102275550365448,0.6023921370506287,0.4571436047554016,0.6023921370506287,1.0967323780059814
global,unweighted,0.1,0.0,0.001,200,26,0.10236774384975433,0.6023299694061279,0.4570847153663635,0.6023299694061279,1.0967103242874146
global,unweighted,0.1,0.0,0.001,200,27,0.10246003419160843,0.6022676825523376,0.45702579617500305,0.6022676825523376,1.0966882705688477
global,unweighted,0.1,0.0,0.001,200,28,0.10255242884159088,0.6022053956985474,0.456966757774353,0.6022053956985474,1.0966662168502808
global,unweighted,0.1,0.0,0.001,200,29,0.1026449054479599,0.6021429896354675,0.4569077491760254,0.6021429896354675,1.0966441631317139
global,unweighted,0.1,0.0,0.001,200,30,0.10273750126361847,0.6020805239677429,0.4568486511707306,0.6020805239677429,1.0966219902038574
global,unweighted,0.1,0.0,0.001,200,31,0.1028302013874054,0.6020180583000183,0.4567895233631134,0.6020180583000183,1.0965999364852905
global,unweighted,0.1,0.0,0.001,200,32,0.10292299091815948,0.6019554734230042,0.45673030614852905,0.6019554734230042,1.096577763557434
global,unweighted,0.1,0.0,0.001,200,33,0.10301588475704193,0.6018927693367004,0.4566710293292999,0.6018927693367004,1.0965555906295776
global,unweighted,0.1,0.0,0.001,200,34,0.10310888290405273,0.6018300652503967,0.456611692905426,0.6018300652503967,1.0965332984924316
global,unweighted,0.1,0.0,0.001,200,35,0.1032019853591919,0.601767361164093,0.45655232667922974,0.601767361164093,1.0965111255645752
global,unweighted,0.1,0.0,0.001,200,36,0.10329518467187881,0.6017045378684998,0.45649293065071106,0.6017045378684998,1.0964889526367188
global,unweighted,0.1,0.0,0.001,200,37,0.10338848829269409,0.6016416549682617,0.4564334452152252,0.6016416549682617,1.0964666604995728
global,unweighted,0.1,0.0,0.001,200,38,0.10348188877105713,0.6015786528587341,0.456373929977417,0.6015786528587341,1.0964443683624268
global,unweighted,0.1,0.0,0.001,200,39,0.10357540845870972,0.6015156507492065,0.4563143253326416,0.6015156507492065,1.0964219570159912
global,unweighted,0.1,0.0,0.001,200,40,0.10366902500391006,0.6014525890350342,0.45625466108322144,0.6014525890350342,1.0963996648788452
global,unweighted,0.1,0.0,0.001,200,41,0.10376274585723877,0.6013894081115723,0.4561949372291565,0.6013894081115723,1.0963773727416992
global,unweighted,0.1,0.0,0.001,200,42,0.10385657846927643,0.6013261675834656,0.45613518357276917,0.6013261675834656,1.0963549613952637
global,unweighted,0.1,0.0,0.001,200,43,0.10395050048828125,0.6012629270553589,0.4560753405094147,0.6012629270553589,1.0963325500488281
global,unweighted,0.1,0.0,0.001,200,44,0.10404453426599503,0.6011996269226074,0.4560154974460602,0.6011996269226074,1.0963101387023926
global,unweighted,0.1,0.0,0.001,200,45,0.10413867980241776,0.6011361479759216,0.4559555649757385,0.6011361479759216,1.096287727355957
global,unweighted,0.1,0.0,0.001,200,46,0.10423292964696884,0.6010726690292358,0.4558955729007721,0.6010726690292358,1.096265196800232
global,unweighted,0.1,0.0,0.001,200,47,0.10432729125022888,0.6010091304779053,0.4558354914188385,0.6010091304779053,1.0962427854537964
global,unweighted,0.1,0.0,0.001,200,48,0.10442174226045609,0.6009455323219299,0.4557753801345825,0.6009455323219299,1.0962201356887817
global,unweighted,0.1,0.0,0.001,200,49,0.10451631993055344,0.6008818745613098,0.45571523904800415,0.6008818745613098,1.0961976051330566
global,unweighted,0.1,0.0,0.001,200,50,0.10461100190877914,0.6008180975914001,0.4556550085544586,0.6008180975914001,1.0961750745773315
global,unweighted,0.1,0.0,0.001,200,51,0.10470578819513321,0.6007542610168457,0.4555947184562683,0.6007542610168457,1.0961525440216064
global,unweighted,0.1,0.0,0.001,200,52,0.10480068624019623,0.6006903648376465,0.4555343985557556,0.6006903648376465,1.0961298942565918
global,unweighted,0.1,0.0,0.001,200,53,0.10489566624164581,0.6006264090538025,0.45547398924827576,0.6006264090538025,1.0961072444915771
global,unweighted,0.1,0.0,0.001,200,54,0.10499078035354614,0.6005624532699585,0.45541349053382874,0.6005624532699585,1.0960845947265625
