Method,Student_ID,Course_ID,Actual,Predicted,Error,Tier
Item_Content,40211146,40BQ051,3,3.0,0.0,0
Item_Content,40311235,40K0051,1,2.5462,1.5462,0
Item_Content,40311150,40BA021,1,1.8412,0.8412,0
Item_Content,40411236,40BA082,4,3.1529,0.8471,0
Item_Content,40411120,40BC011,3,3.9872,0.9872,0
Item_Content,40311254,40BA052,3,3.1602,0.1602,0
Item_Content,40411219,40B0292,5,3.3258,1.6742,0
Item_Content,40311223,40B0292,3,2.336,0.664,0
Item_Content,40211117,40BC021,2,2.1111,0.1111,0
Item_Content,40211229,90B2681,4,2.0143,1.9857,0
Item_Content,40211220,40BR042,4,4.4479,0.4479,0
Item_Content,40211209,40BR222,4,1.893,2.107,0
Item_Content,40333126,40BA221,1,1.0,0.0,0
Item_Content,40211105,40BC051,2,1.8889,0.1111,0
Item_Content,40211108,40BC061,5,3.5556,1.4444,0
Item_Content,40211202,40BA102,3,3.4473,0.4473,0
Item_Content,40211261,40BA022,5,4.0,1.0,0
Item_Content,40311128,40BA221,3,3.9952,0.9952,0
Item_Content,40211242,40BA102,4,4.666,0.666,0
Item_Content,40211250,40BA012,3,3.7781,0.7781,0
Item_Content,40211111,40B0291,2,2.4444,0.4444,0
Item_Content,40211208,433A011,1,1.6755,0.6755,0
Item_Content,40211156,40BQ381,4,4.3311,0.3311,0
Item_Content,40211127,40BQ321,4,4.0,0.0,0
Item_Content,40211109,40BC021,3,2.3336,0.6664,0
Item_Content,40511103,40BA051,1,1.0,0.0,0
Item_Content,40211146,40BA101,1,3.0,2.0,0
Item_Content,40211148,40BA121,4,3.6667,0.3333,0
Item_Content,40211230,409Z491,5,4.4467,0.5533,0
Item_Content,40211144,40BC021,1,1.8877,0.8877,0
Item_Content,40411224,40B0292,5,2.5439,2.4561,0
Item_Content,40211247,40BR042,1,3.1197,2.1197,0
Item_Content,40211113,40BQ331,1,2.4491,1.4491,0
Item_Content,40411215,40BA062,1,3.9715,2.9715,0
Item_Content,40511133,40BA011,5,4.0,1.0,0
Item_Content,40211109,40BQ391,4,2.441,1.559,0
Item_Content,40311205,40BA102,4,2.6708,1.3292,0
Item_Content,40211206,40BA122,3,3.886,0.886,0
Item_Content,40211127,40BA121,4,4.0,0.0,0
Item_Content,40311206,40BA082,4,3.0113,0.9887,0
Item_Content,40311238,40BA102,3,2.9978,0.0022,0
Item_Content,40411252,40BA222,3,1.4189,1.5811,0
Item_Content,40311217,40BA102,3,3.4428,0.4428,0
Item_Content,40311232,40BA062,1,2.6653,1.6653,0
Item_Content,40211228,409Z511,4,4.004,0.004,0
Item_Content,40411230,40BA062,1,2.6411,1.6411,0
Item_Content,40211113,40BA131,3,2.8807,0.1193,0
Item_Content,40211259,40BD052,4,3.3239,0.6761,0
Item_Content,40211132,40B0291,2,2.3333,0.3333,0
Item_Content,40211234,40BD032,4,3.6811,0.3189,0
Item_Content,40411133,40BA081,1,2.8918,1.8918,0
Item_Content,40311166,40BQ311,3,1.3095,1.6905,0
Item_Content,40211228,40BR032,4,4.0063,0.0063,0
Item_Content,40211111,40BC011,1,2.4444,1.4444,0
Item_Content,40311214,40BA052,3,2.4354,0.5646,0
Item_Content,40211264,40BD012,1,1.9829,0.9829,0
Item_Content,40211108,40BC021,4,3.4444,0.5556,0
Item_Content,40311137,40BC021,5,3.5534,1.4466,0
Item_Content,40311123,40B0291,2,1.9005,0.0995,0
Item_Content,40211219,40BA152,4,3.6711,0.3289,0
Item_Content,40211104,40BA121,3,2.6667,0.3333,0
Item_Content,40411128,40BA061,3,2.8862,0.1138,0
Item_Content,40511246,40BA012,4,3.9445,0.0555,0
Item_Content,40211141,40BA101,3,3.9961,0.9961,0
Item_Content,40311226,40BR022,3,3.5408,0.5408,0
Item_Content,40211267,40BA132,3,3.5495,0.5495,0
Item_Content,40411217,40BA062,5,3.6304,1.3696,0
Item_Content,40211242,40BA022,4,4.6628,0.6628,0
Item_Content,40411230,40BA082,2,2.6571,0.6571,0
Item_Content,40211142,40BQ021,1,1.2222,0.2222,0
Item_Content,40411208,40BR022,3,2.9915,0.0085,0
Item_Content,40311206,40BA222,3,2.9921,0.0079,0
Item_Content,40211237,40BA102,3,2.8921,0.1079,0
Item_Content,40211205,40B0292,5,3.8999,1.1001,0
Item_Content,40311250,40UN160,4,4.4441,0.4441,0
Item_Content,40511238,40BA052,4,5.0,1.0,0
Item_Content,40311121,40BA051,3,2.9904,0.0096,0
Item_Content,40211257,40BA102,1,1.8861,0.8861,0
Item_Content,40311122,40BA121,2,2.9979,0.9979,0
Item_Content,40411141,40BA101,1,1.8651,0.8651,0
Item_Content,40511209,40B0292,4,3.0,1.0,0
Item_Content,40311261,40B8932,4,3.5636,0.4364,0
Item_Content,40211117,40UN110,4,2.3248,1.6752,0
Item_Content,40311201,40BA122,5,4.8883,0.1117,0
Item_Content,40211246,40BA062,5,4.231,0.769,0
Item_Content,40311114,40BQ341,5,3.657,1.343,0
Item_Content,40311224,40BA022,1,1.2455,0.2455,0
Item_Content,40311229,40BA132,5,3.2178,1.7822,0
Item_Content,40311112,40BQ341,5,3.0011,1.9989,0
Item_Content,40211105,40BQ171,1,1.8889,0.8889,0
Item_Content,40311221,40BA062,1,2.6519,1.6519,0
Item_Content,40211248,40BR342,3,3.3539,0.3539,0
Item_Content,40211246,40BA082,3,4.4452,1.4452,0
Item_Content,40211105,40BA121,3,1.8889,1.1111,0
Item_Content,40411227,40BA052,4,4.0969,0.0969,0
Item_Content,40211262,40BD012,4,3.6688,0.3312,0
Item_Content,40411115,40BA021,2,2.0,0.0,0
Item_Content,40311121,40BA021,3,2.9904,0.0096,0
Item_Content,40411207,40B0292,4,2.5124,1.4876,0
Item_Content,40411140,40BQ311,2,1.87,0.13,0
Item_Content,40311264,4069582,2,3.5164,1.5164,0
Item_Content,40311119,40BA131,2,2.6764,0.6764,0
Item_Content,40411210,40BA062,3,3.6438,0.6438,0
Item_Content,40411202,40BA082,3,3.004,0.004,0
Item_Content,40411164,40BA101,2,1.0,1.0,0
Item_Content,40211229,40BR122,5,2.0143,2.9857,0
Item_Content,40511217,40B0292,4,1.0,3.0,0
Item_Content,40211259,40BA122,2,3.5537,1.5537,0
Item_Content,40211255,40BD032,3,2.8847,0.1153,0
Item_Content,40211142,40BA061,4,1.2222,2.7778,0
Item_Content,40211249,40BR042,2,3.7904,1.7904,0
Item_Content,40311148,40BC071,3,1.5,1.5,0
Item_Content,40311232,40BQ512,3,2.7833,0.2167,0
Item_Content,40211161,40B9651,3,1.8911,1.1089,0
Item_Content,40211209,40BA082,2,2.1157,0.1157,0
Item_Content,40311209,40B0292,1,1.6684,0.6684,0
Item_Content,40311259,40BA052,5,3.547,1.453,0
Item_Content,40411237,40BD012,3,1.2811,1.7189,0
Item_Content,40411219,40BA052,3,3.3337,0.3337,0
Item_Content,40211213,40BA132,1,3.217,2.217,0
Item_Content,40311250,40BD012,5,4.2304,0.7696,0
Item_Content,40311137,40BQ331,3,3.5551,0.5551,0
Item_Content,40511206,40BA052,4,4.0,0.0,0
Item_Content,40511229,40B0292,4,5.0,1.0,0
Item_Content,40311229,40BR072,4,3.2187,0.7813,0
Item_Content,40211234,40BA102,4,4.1163,0.1163,0
Item_Content,40211238,40BD012,1,2.6764,1.6764,0
Item_Content,40311211,40B0292,3,3.1361,0.1361,0
Item_Content,40311238,40BQ512,4,3.0167,0.9833,0
Item_Content,40411243,40BA012,1,2.5874,1.5874,0
Item_Content,40311129,40BQ321,2,1.8883,0.1117,0
Item_Content,40211150,40BA051,3,3.6667,0.6667,0
Item_Content,40411236,40BR022,4,3.1327,0.8673,0
Item_Content,40211117,40BA091,1,2.3248,1.3248,0
Item_Content,40411231,40BA012,1,2.4167,1.4167,0
Item_Content,40311205,40BR372,5,2.7843,2.2157,0
Item_Content,40211217,40BA052,4,4.3326,0.3326,0
Item_Content,40211146,40BA141,3,3.0,0.0,0
Item_Content,40411138,40BC011,1,1.3401,0.3401,0
Item_Content,40211156,40BR372,3,4.2233,1.2233,0
Item_Content,40411208,40BA052,3,2.9993,0.0007,0
Item_Content,40205303,40BR072,3,2.0096,0.9904,0
Item_Content,40411220,40BA062,2,3.445,1.445,0
Item_Content,40411213,40BD012,4,3.3113,0.6887,0
Item_Content,40211267,40BD052,1,3.4429,2.4429,0
Item_Content,40211129,40BA141,4,3.6667,0.3333,0
Item_Content,40211126,433N062,5,2.5556,2.4444,0
Item_Content,40211102,409U053,5,3.6652,1.3348,0
Item_Content,40211134,40BA061,4,2.8889,1.1111,0
Item_Content,40311134,40BQ321,3,1.8912,1.1088,0
Item_Content,40211203,40BA022,3,4.2149,1.2149,0
Item_Content,40211147,40BC051,1,1.8889,0.8889,0
Item_Content,40311217,40BD012,4,3.4463,0.5537,0
Item_Content,40211233,40BA152,2,1.8907,0.1093,0
Item_Content,40211137,40BQ391,2,1.6667,0.3333,0
Item_Content,40411106,40BA051,3,4.7751,1.7751,0
Item_Content,40311158,40UN130,5,3.5589,1.4411,0
Item_Content,40211116,40BQ021,4,3.2222,0.7778,0
Item_Content,40311202,40BA082,4,3.5736,0.4264,0
Item_Content,40211154,40BQ391,3,2.4444,0.5556,0
Item_Content,40311110,40B0291,3,2.2545,0.7455,0
Item_Content,40411150,40BC071,2,2.4154,0.4154,0
Item_Content,40211117,40BA131,4,2.3248,1.6752,0
Item_Content,40311229,40BD012,4,3.2158,0.7842,0
Item_Content,40211102,40BA081,4,3.6652,0.3348,0
Item_Content,40211115,40BQ021,2,2.2222,0.2222,0
Item_Content,40211215,40BA052,1,1.9971,0.9971,0
Item_Content,40211105,40BA151,3,1.8889,1.1111,0
Item_Content,40211166,40BQ371,1,1.0,0.0,0
Item_Content,40311237,40BA122,3,2.6671,0.3329,0
Item_Content,40311211,40BA132,4,3.1379,0.8621,0
Item_Content,40211225,40UN070,5,2.4481,2.5519,0
Item_Content,40511109,40B0291,4,1.5,2.5,0
Item_Content,40211161,40BQ051,1,1.7772,0.7772,0
Item_Content,40211118,40BC051,5,4.5555,0.4445,0
Item_Content,40411131,40BA021,1,1.0,0.0,0
Item_Content,40311122,40BA221,3,2.9979,0.0021,0
Item_Content,40511104,40B0291,5,1.0,4.0,0
Item_Content,40211126,40BA051,5,2.5556,2.4444,0
Item_Content,40211211,40BR082,3,4.0055,1.0055,0
Item_Content,40211262,40BA092,4,3.7789,0.2211,0
Item_Content,40211250,40B0292,4,3.7808,0.2192,0
Item_Content,40311233,40B8932,3,3.0089,0.0089,0
Item_Content,40311146,40BC011,1,2.1118,1.1118,0
Item_Content,40211156,40BA151,3,4.3362,1.3362,0
Item_Content,40211228,40BA062,3,3.9952,0.9952,0
Item_Content,40311221,40BD012,3,2.6659,0.3341,0
Item_Content,40311119,40BA011,5,2.6764,2.3236,0
Item_Content,40411126,40BC011,3,2.8193,0.1807,0
Item_Content,40311130,409A021,1,1.5499,0.5499,0
Item_Content,40211232,40BA102,1,2.4741,1.4741,0
Item_Content,40211117,40BA121,3,2.3248,0.6752,0
Item_Content,40411247,40BA102,2,3.1428,1.1428,0
Item_Content,40211248,40BA102,4,3.2345,0.7655,0
Item_Content,40411251,40BA022,2,2.8184,0.8184,0
Item_Content,40312142,40BA101,4,3.0068,0.9932,0
Item_Content,40211229,40BR082,4,2.0143,1.9857,0
Item_Content,40211214,40BR242,2,2.6865,0.6865,0
Item_Content,40311150,40BC011,1,1.8382,0.8382,0
Item_Content,40411102,40BQ031,5,3.6305,1.3695,0
Item_Content,40211106,40BA061,5,2.4444,2.5556,0
Item_Content,40211230,409Z481,4,4.5582,0.5582,0
Item_Content,40211117,40BA151,4,2.3248,1.6752,0
Item_Content,40211259,40BA022,4,3.1002,0.8998,0
Item_Content,40311259,40BA062,1,3.5415,2.5415,0
Item_Content,40411159,40BA101,3,2.2936,0.7064,0
Item_Content,40411115,40BA221,1,2.0,1.0,0
Item_Content,40211247,409Z481,4,3.4458,0.5542,0
Item_Content,40311260,40BR022,3,2.6708,0.3292,0
Item_Content,40411128,40BA011,1,2.8862,1.8862,0
Item_Content,40211146,40BA151,4,3.0,1.0,0
Item_Content,40211101,40B0291,4,4.4444,0.4444,0
Item_Content,40211148,40BQ171,4,3.6667,0.3333,0
Item_Content,40211244,40BR042,2,3.8937,1.8937,0
Item_Content,40511101,40BA011,1,2.0,1.0,0
Item_Content,40205303,40BR242,1,1.7903,0.7903,0
Item_Content,40211235,40BR042,2,3.1208,1.1208,0
Item_Content,40211126,40KA393,3,2.5556,0.4444,0
Item_Content,40211139,40BQ421,2,3.2222,1.2222,0
Item_Content,40211206,40BD012,3,4.1179,1.1179,0
Item_Content,40311204,40BA052,5,3.0898,1.9102,0
Item_Content,40211233,40BR242,1,2.1176,1.1176,0
Item_Content,40411125,40BA011,1,2.4763,1.4763,0
Item_Content,40311218,40BA132,5,1.8809,3.1191,0
Item_Content,40211137,40BC011,3,1.7779,1.2221,0
Item_Content,40311120,40BA021,1,1.9957,0.9957,0
Item_Content,40511107,40BA051,5,3.5,1.5,0
Item_Content,40311217,40BD032,2,3.4488,1.4488,0
Item_Content,40311215,40B0292,2,3.2223,1.2223,0
Item_Content,40311155,40BQ031,1,3.2409,2.2409,0
Item_Content,40211201,40BR032,3,2.9074,0.0926,0
Item_Content,40211134,40BQ401,4,2.8889,1.1111,0
Item_Content,40211208,40BA092,1,1.6755,0.6755,0
Item_Content,40211247,40BR032,4,3.1175,0.8825,0
Item_Content,40311238,40BA122,3,3.0267,0.0267,0
Item_Content,40211109,40BQ141,2,2.5472,0.5472,0
Item_Content,40211130,40BA081,1,1.8889,0.8889,0
Item_Content,40311158,40BC071,5,3.4386,1.5614,0
Item_Content,40211226,40BD032,4,4.1206,0.1206,0
Item_Content,40211266,40BA081,2,2.005,0.005,0
Item_Content,40311233,40B0292,3,3.1112,0.1112,0
Item_Content,40311136,40BA011,1,3.5,2.5,0
Item_Content,40311132,40BA121,1,2.1111,1.1111,0
Item_Content,40211133,40BC011,2,3.889,1.889,0
Item_Content,40211236,40BD012,1,1.0,0.0,0
Item_Content,40311210,40BA222,3,2.0184,0.9816,0
Item_Content,40211117,40BQ141,2,2.3248,0.3248,0
Item_Content,40311261,40BD032,3,3.6711,0.6711,0
Item_Content,40211225,40B9561,4,2.4471,1.5529,0
Item_Content,40211228,40BA132,3,4.1135,1.1135,0
Item_Content,40211158,40BA011,4,3.0,1.0,0
Item_Content,40211154,40BA091,1,2.4444,1.4444,0
Item_Content,40211137,40BA061,1,1.6667,0.6667,0
Item_Content,40211209,40BD032,2,2.0065,0.0065,0
Item_Content,40411227,40BA222,3,4.1152,1.1152,0
Item_Content,40311235,40BA222,1,2.4565,1.4565,0
Item_Content,40211141,40BC061,4,3.8887,0.1113,0
Item_Content,40211261,40BR072,5,3.8902,1.1098,0
Item_Content,40211114,40BA011,1,2.3333,1.3333,0
Item_Content,40411126,40BA081,4,2.8163,1.1837,0
Item_Content,40211229,40BA012,2,2.095,0.095,0
Item_Content,40311122,40BA081,4,2.9979,1.0021,0
Item_Content,40311109,40BA021,1,1.0,0.0,0
Item_Content,40411205,40BD012,4,2.2346,1.7654,0
Item_Content,40327247,40BC071,2,2.3395,0.3395,0
Item_Content,40311238,40B0292,2,2.9996,0.9996,0
Item_Content,40311238,40B8932,3,3.0014,0.0014,0
Item_Content,40411158,40BA051,2,1.3769,0.6231,0
Item_Content,40311243,40BA052,4,3.7595,0.2405,0
Item_Content,40411211,40BA222,2,3.1308,1.1308,0
Item_Content,40511226,40BA012,4,2.4958,1.5042,1
Item_Content,40411255,40BA222,4,4.2528,0.2528,0
Item_Content,40411212,40BD012,3,2.021,0.979,0
Item_Content,40211202,40B9651,4,3.4508,0.5492,0
Item_Content,40311243,40BD012,4,3.7809,0.2191,0
Item_Content,40211112,40KT142,5,2.0,3.0,0
Item_Content,40311204,40BA132,4,3.1044,0.8956,0
Item_Content,40211224,40BD012,3,1.562,1.438,0
Item_Content,40211113,40BA091,1,2.8807,1.8807,0
Item_Content,40411156,40BA021,4,3.0122,0.9878,0
Item_Content,40311153,40BA021,5,4.4444,0.5556,0
Item_Content,40211266,40BR022,2,2.1113,0.1113,0
Item_Content,40411219,40BA082,5,3.3243,1.6757,0
Item_Content,40311223,40BA122,3,2.3407,0.6593,0
Item_Content,40211116,40BQ051,4,3.2222,0.7778,0
Item_Content,40211246,40BR122,5,4.4459,0.5541,0
Item_Content,40311158,40BQ341,3,3.4518,0.4518,0
Item_Content,40411201,40BA062,3,3.2999,0.2999,0
Item_Content,40211126,40IN672,5,2.5556,2.4444,0
Item_Content,40211249,40B0292,4,3.5569,0.4431,0
Item_Content,40311108,40BC011,2,2.7787,0.7787,0
Item_Content,40411156,40BA011,5,3.0122,1.9878,0
Item_Content,40411244,40BR472,1,2.9848,1.9848,0
Item_Content,40211103,40UN050,1,2.2152,1.2152,0
Item_Content,40411242,40BA102,4,2.0736,1.9264,0
Item_Content,40411202,40BA052,4,2.9852,1.0148,0
Item_Content,40211261,40BA152,3,4.0,1.0,0
Item_Content,40511142,40BA051,3,3.0,0.0,0
Item_Content,40411246,40BA082,3,2.1363,0.8637,0
Item_Content,40211104,40UN110,4,2.6667,1.3333,0
Item_Content,40311236,40BR042,4,3.9005,0.0995,0
Item_Content,40211223,40BA132,3,4.5574,1.5574,0
Item_Content,40211115,40BA011,3,2.2222,0.7778,0
Item_Content,40211144,40BQ421,1,2.2222,1.2222,0
Item_Content,40211203,40BA102,4,4.1119,0.1119,0
Item_Content,40211257,409U163,1,1.8908,0.8908,0
Item_Content,40311113,40BA051,1,1.0,0.0,0
Item_Content,40411236,40BA012,3,3.1224,0.1224,0
Item_Content,40411233,40BA102,4,2.5456,1.4544,0
Item_Content,40311161,40BA221,1,1.1598,0.1598,0
Item_Content,40211153,40BR372,4,2.7778,1.2222,0
Item_Content,40411108,40BA011,4,3.0079,0.9921,0
Item_Content,40211115,40BC061,1,2.2222,1.2222,0
Item_Content,40311130,40BQ031,2,1.5506,0.4494,0
Item_Content,40211102,40B0291,2,3.6652,1.6652,0
Item_Content,40211205,40BR032,5,3.9028,1.0972,0
Item_Content,40211132,40BA081,2,2.3333,0.3333,0
Item_Content,40311257,40BA102,3,4.4457,1.4457,0
Item_Content,40211110,40BQ321,2,3.0,1.0,0
Item_Content,40411255,40BA102,4,4.2507,0.2507,0
Item_Content,40411138,40BA051,2,1.3395,0.6605,0
Item_Content,40311105,409A011,2,1.4444,0.5556,0
Item_Content,40311265,4064243,2,3.3166,1.3166,0
Item_Content,40311255,40B0292,2,1.2489,0.7511,0
Item_Content,40211104,40BA131,4,2.6667,1.3333,0
Item_Content,40211233,40BA092,2,2.0016,0.0016,0
Item_Content,40211133,40BR372,5,4.0,1.0,0
Item_Content,40311138,40BA011,1,2.995,1.995,0
Item_Content,40311124,40BA021,1,1.7671,0.7671,0
Item_Content,40211238,433A021,2,2.9089,0.9089,0
Item_Content,40311223,40BA222,1,2.34,1.34,0
Item_Content,40211161,40BA051,2,1.885,0.115,0
Item_Content,40211137,40BA091,1,1.6667,0.6667,0
Item_Content,40311128,40BA121,4,3.9952,0.0048,0
Item_Content,40411238,40BA052,2,2.6976,0.6976,0
Item_Content,40211118,40BC061,5,4.6667,0.3333,0
Item_Content,40311218,40BR042,4,1.7806,2.2194,0
Item_Content,40211235,40BA152,4,2.9104,1.0896,0
Item_Content,40211138,40BA051,3,3.3333,0.3333,0
Item_Content,40311206,40BA062,1,3.201,2.201,0
Item_Content,40211230,40B0292,5,4.3376,0.6624,0
Item_Content,40411209,40BA222,3,1.5733,1.4267,0
Item_Content,40311118,40BC051,3,4.4444,1.4444,0
Item_Content,40211224,40BR072,3,1.55,1.45,0
Item_Content,40311243,40BA122,4,3.8914,0.1086,0
Item_Content,40211113,40B0291,2,2.8807,0.8807,0
Item_Content,40211235,40BR072,4,3.2317,0.7683,0
Item_Content,40211161,40BQ331,1,1.6678,0.6678,0
Item_Content,40311253,40B0292,3,2.5561,0.4439,0
Item_Content,40211225,40BR372,4,2.2304,1.7696,0
Item_Content,40311227,40BA082,4,3.2316,0.7684,0
Item_Content,40211262,40BR082,5,3.7789,1.2211,0
Item_Content,40511229,40BA052,2,5.0,3.0,0
Item_Content,40211122,40BQ421,3,2.8889,0.1111,0
Item_Content,40411119,40BA051,1,1.0,0.0,0
Item_Content,40211202,40BA132,3,3.3388,0.3388,0
Item_Content,40211125,40BQ141,4,3.4444,0.5556,0
Item_Content,40411205,40BA052,2,2.2147,0.2147,0
Item_Content,40311131,40B0291,2,1.8889,0.1111,0
Item_Content,40311146,40BA081,2,2.1069,0.1069,0
Item_Content,40211245,40BR032,2,2.7911,0.7911,0
Item_Content,40411130,40BC071,1,2.7819,1.7819,0
Item_Content,40311135,40BA221,1,3.3346,2.3346,0
Item_Content,40411143,40BA051,1,1.6644,0.6644,0
Item_Content,40411207,40BA062,2,2.523,0.523,0
Item_Content,40211220,409Z481,5,4.5607,0.4393,0
Item_Content,40211205,40BA062,5,3.9998,1.0002,0
Item_Content,40211230,40BA062,4,3.9909,0.0091,0
Item_Content,40411140,40BA021,1,1.8718,0.8718,0
Item_Content,40511262,40BA052,3,3.0,0.0,0
Item_Content,40211262,40BA142,5,3.7789,1.2211,0
Item_Content,40311132,40BQ321,3,2.2218,0.7782,0
Item_Content,40311138,40BC021,4,2.7772,1.2228,0
Item_Content,40311151,40BA141,3,4.1123,1.1123,0
Item_Content,40411143,40BA221,1,1.6644,0.6644,0
Item_Content,40211222,40BD032,4,4.4477,0.4477,0
Item_Content,40311231,40BD032,2,3.0036,1.0036,0
Item_Content,40311205,40BD032,3,3.4378,0.4378,0
Item_Content,40511227,40BA052,2,4.0517,2.0517,0
Item_Content,40211152,40B0291,2,2.25,0.25,0
Item_Content,40211233,40BA142,4,2.0016,1.9984,0
Item_Content,40311238,40BA132,3,2.9965,0.0035,0
Item_Content,40211125,40BC011,4,3.5559,0.4441,0
Item_Content,40311219,40B0292,1,2.2547,1.2547,0
Item_Content,40311105,40BC071,2,1.4444,0.5556,0
Item_Content,40311134,40BA121,3,1.8842,1.1158,0
Item_Content,40311116,40B0291,2,1.774,0.226,0
Item_Content,40311157,40BA061,3,3.6601,0.6601,0
Item_Content,40211104,40BC051,2,2.8891,0.8891,0
Item_Content,40411149,40BC071,1,2.3934,1.3934,0
Item_Content,40411130,40BA102,3,2.7859,0.2141,0
Item_Content,40311214,40BD032,2,2.441,0.441,0
Item_Content,40411222,40BA062,1,1.9528,0.9528,0
Item_Content,40311108,40BA101,3,2.7726,0.2274,0
Item_Content,40211134,40BC021,4,3.1131,0.8869,0
Item_Content,40320324,40BC011,1,1.7764,0.7764,0
Item_Content,40311243,40BA012,3,3.7671,0.7671,0
Item_Content,40411130,40BA222,2,2.77,0.77,0
Item_Content,40411215,40BA052,1,3.9741,2.9741,0
Item_Content,40411240,40BR022,2,1.4736,0.5264,0
Item_Content,40211127,40BA131,5,4.0,1.0,0
Item_Content,40211131,40B0291,1,1.0,0.0,0
Item_Content,40211235,40BA102,4,3.1163,0.8837,0
Item_Content,40211101,40BR342,5,4.4444,0.5556,0
Item_Content,40211205,40BD012,4,3.7849,0.2151,0
Item_Content,40411120,40BA061,4,3.9817,0.0183,0
Item_Content,40311125,40B0291,3,2.0,1.0,0
