method,Student_ID,alpha,train_interaction_count,bucket
UAF-count,40311114,0.7186623215675354,19,11-20
UAF-count,40311115,0.5330074429512024,1,1-5
UAF-count,40311116,0.6976392865180969,16,11-20
UAF-count,40311117,0.704835832118988,17,11-20
UAF-count,40311118,0.704835832118988,17,11-20
UAF-count,40311119,0.6976392865180969,16,11-20
UAF-count,40311120,0.704835832118988,17,11-20
UAF-count,40311121,0.704835832118988,17,11-20
UAF-count,40311122,0.6976392865180969,16,11-20
UAF-count,40311123,0.6976392865180969,16,11-20
UAF-count,40311124,0.630917489528656,9,6-10
UAF-count,40311125,0.5330074429512024,1,1-5
UAF-count,40311126,0.5330074429512024,1,1-5
UAF-count,40311127,0.630917489528656,9,6-10
UAF-count,40311128,0.6976392865180969,16,11-20
UAF-count,40311129,0.6976392865180969,16,11-20
UAF-count,40311130,0.704835832118988,17,11-20
UAF-count,40311131,0.6976392865180969,16,11-20
UAF-count,40311132,0.704835832118988,17,11-20
UAF-count,40311133,0.704835832118988,17,11-20
UAF-count,40311134,0.704835832118988,17,11-20
UAF-count,40311135,0.6976392865180969,16,11-20
UAF-count,40311136,0.5330074429512024,1,1-5
UAF-count,40311137,0.6976392865180969,16,11-20
UAF-count,40311138,0.6976392865180969,16,11-20
UAF-count,40311139,0.704835832118988,17,11-20
UAF-count,40311140,0.704835832118988,17,11-20
UAF-count,40311141,0.5330074429512024,1,1-5
UAF-count,40311142,0.6194244027137756,8,6-10
UAF-count,40311143,0.5781697630882263,5,1-5
UAF-count,40311145,0.5330074429512024,1,1-5
UAF-count,40311146,0.6976392865180969,16,11-20
UAF-count,40311148,0.5781697630882263,5,1-5
UAF-count,40311150,0.630917489528656,9,6-10
UAF-count,40311151,0.704835832118988,17,11-20
UAF-count,40311152,0.5914853811264038,6,6-10
UAF-count,40311153,0.704835832118988,17,11-20
UAF-count,40311154,0.704835832118988,17,11-20
UAF-count,40311155,0.704835832118988,17,11-20
UAF-count,40311157,0.704835832118988,17,11-20
UAF-count,40311158,0.6976392865180969,16,11-20
UAF-count,40311159,0.5781697630882263,5,1-5
UAF-count,40311160,0.5438188910484314,2,1-5
UAF-count,40311161,0.6064163446426392,7,6-10
UAF-count,40311162,0.663040816783905,12,11-20
UAF-count,40311165,0.5438188910484314,2,1-5
UAF-count,40311166,0.5438188910484314,2,1-5
UAF-count,40311167,0.5330074429512024,1,1-5
UAF-count,40311169,0.5696923136711121,4,1-5
UAF-count,40311170,0.5330074429512024,1,1-5
UAF-count,40311172,0.5438188910484314,2,1-5
UAF-count,40311173,0.5438188910484314,2,1-5
UAF-count,40311201,0.6976392865180969,16,11-20
UAF-count,40311202,0.6976392865180969,16,11-20
UAF-count,40311204,0.6976392865180969,16,11-20
UAF-count,40311205,0.704835832118988,17,11-20
UAF-count,40311206,0.6976392865180969,16,11-20
UAF-count,40311207,0.6976392865180969,16,11-20
UAF-count,40311208,0.6976392865180969,16,11-20
UAF-count,40311209,0.704835832118988,17,11-20
UAF-count,40311210,0.704835832118988,17,11-20
UAF-count,40311211,0.6976392865180969,16,11-20
UAF-count,40311212,0.6529678702354431,11,11-20
UAF-count,40311213,0.5330074429512024,1,1-5
UAF-count,40311214,0.6976392865180969,16,11-20
UAF-count,40311215,0.6976392865180969,16,11-20
UAF-count,40311216,0.6976392865180969,16,11-20
UAF-count,40311217,0.6976392865180969,16,11-20
UAF-count,40311218,0.704835832118988,17,11-20
UAF-count,40311219,0.630917489528656,9,6-10
UAF-count,40311221,0.6898989081382751,15,11-20
UAF-count,40311223,0.6898989081382751,15,11-20
UAF-count,40311224,0.5914853811264038,6,6-10
UAF-count,40311226,0.6976392865180969,16,11-20
UAF-count,40311227,0.704835832118988,17,11-20
UAF-count,40311229,0.6976392865180969,16,11-20
UAF-count,40311230,0.704835832118988,17,11-20
UAF-count,40311231,0.6976392865180969,16,11-20
UAF-count,40311232,0.6898989081382751,15,11-20
UAF-count,40311233,0.6976392865180969,16,11-20
UAF-count,40311235,0.704835832118988,17,11-20
UAF-count,40311236,0.6976392865180969,16,11-20
UAF-count,40311237,0.6898989081382751,15,11-20
UAF-count,40311238,0.6976392865180969,16,11-20
UAF-count,40311240,0.5438188910484314,2,1-5
UAF-count,40311241,0.6976392865180969,16,11-20
UAF-count,40311242,0.5330074429512024,1,1-5
UAF-count,40311243,0.6976392865180969,16,11-20
UAF-count,40311244,0.6976392865180969,16,11-20
UAF-count,40311245,0.6976392865180969,16,11-20
UAF-count,40311246,0.5438188910484314,2,1-5
UAF-count,40311247,0.704835832118988,17,11-20
UAF-count,40311248,0.6976392865180969,16,11-20
UAF-count,40311249,0.6976392865180969,16,11-20
UAF-count,40311250,0.7117462158203125,18,11-20
UAF-count,40311253,0.6976392865180969,16,11-20
UAF-count,40311254,0.5914853811264038,6,6-10
UAF-count,40311255,0.5781697630882263,5,1-5
UAF-count,40311256,0.6976392865180969,16,11-20
UAF-count,40311257,0.6976392865180969,16,11-20
UAF-count,40311258,0.6976392865180969,16,11-20
UAF-count,40311259,0.6976392865180969,16,11-20
UAF-count,40311260,0.704835832118988,17,11-20
UAF-count,40311261,0.6976392865180969,16,11-20
UAF-count,40311262,0.5696923136711121,4,1-5
UAF-count,40311263,0.5438188910484314,2,1-5
UAF-count,40311264,0.5438188910484314,2,1-5
UAF-count,40311265,0.5438188910484314,2,1-5
UAF-count,40311266,0.5438188910484314,2,1-5
UAF-count,40312142,0.663040816783905,12,11-20
UAF-count,40320310,0.6898989081382751,15,11-20
UAF-count,40320324,0.6529678702354431,11,11-20
UAF-count,40320326,0.6898989081382751,15,11-20
UAF-count,40327247,0.5595348477363586,3,1-5
UAF-count,40333126,0.6064163446426392,7,6-10
UAF-count,40411101,0.6529678702354431,11,11-20
UAF-count,40411102,0.6418606638908386,10,6-10
UAF-count,40411104,0.630917489528656,9,6-10
UAF-count,40411105,0.6418606638908386,10,6-10
UAF-count,40411106,0.6418606638908386,10,6-10
UAF-count,40411108,0.6418606638908386,10,6-10
UAF-count,40411109,0.6529678702354431,11,11-20
UAF-count,40411110,0.6418606638908386,10,6-10
UAF-count,40411111,0.6418606638908386,10,6-10
UAF-count,40411113,0.6418606638908386,10,6-10
UAF-count,40411114,0.630917489528656,9,6-10
UAF-count,40411115,0.630917489528656,9,6-10
UAF-count,40411117,0.6194244027137756,8,6-10
UAF-count,40411118,0.5781697630882263,5,1-5
UAF-count,40411119,0.5330074429512024,1,1-5
UAF-count,40411120,0.6418606638908386,10,6-10
UAF-count,40411121,0.5330074429512024,1,1-5
UAF-count,40411122,0.5914853811264038,6,6-10
UAF-count,40411124,0.630917489528656,9,6-10
UAF-count,40411125,0.5914853811264038,6,6-10
UAF-count,40411126,0.6418606638908386,10,6-10
UAF-count,40411127,0.6529678702354431,11,11-20
UAF-count,40411128,0.6418606638908386,10,6-10
UAF-count,40411129,0.5914853811264038,6,6-10
UAF-count,40411130,0.6529678702354431,11,11-20
UAF-count,40411131,0.5781697630882263,5,1-5
UAF-count,40411132,0.5330074429512024,1,1-5
UAF-count,40411133,0.6418606638908386,10,6-10
UAF-count,40411134,0.5914853811264038,6,6-10
UAF-count,40411137,0.5330074429512024,1,1-5
UAF-count,40411138,0.6418606638908386,10,6-10
UAF-count,40411140,0.6418606638908386,10,6-10
UAF-count,40411141,0.6418606638908386,10,6-10
UAF-count,40411143,0.6418606638908386,10,6-10
UAF-count,40411145,0.630917489528656,9,6-10
UAF-count,40411146,0.630917489528656,9,6-10
UAF-count,40411147,0.6418606638908386,10,6-10
UAF-count,40411148,0.5914853811264038,6,6-10
UAF-count,40411149,0.5914853811264038,6,6-10
UAF-count,40411150,0.5914853811264038,6,6-10
UAF-count,40411151,0.5914853811264038,6,6-10
UAF-count,40411152,0.6418606638908386,10,6-10
UAF-count,40411153,0.5330074429512024,1,1-5
UAF-count,40411155,0.5914853811264038,6,6-10
UAF-count,40411156,0.5914853811264038,6,6-10
UAF-count,40411157,0.5914853811264038,6,6-10
UAF-count,40411158,0.630917489528656,9,6-10
UAF-count,40411159,0.6418606638908386,10,6-10
UAF-count,40411160,0.6418606638908386,10,6-10
UAF-count,40411161,0.6064163446426392,7,6-10
UAF-count,40411163,0.5438188910484314,2,1-5
UAF-count,40411164,0.5438188910484314,2,1-5
UAF-count,40411165,0.5330074429512024,1,1-5
UAF-count,40411166,0.5330074429512024,1,1-5
UAF-count,40411167,0.5330074429512024,1,1-5
UAF-count,40411168,0.5330074429512024,1,1-5
UAF-count,40411169,0.5330074429512024,1,1-5
UAF-count,40411201,0.630917489528656,9,6-10
UAF-count,40411202,0.630917489528656,9,6-10
UAF-count,40411205,0.6418606638908386,10,6-10
UAF-count,40411207,0.630917489528656,9,6-10
UAF-count,40411208,0.630917489528656,9,6-10
UAF-count,40411209,0.630917489528656,9,6-10
UAF-count,40411210,0.630917489528656,9,6-10
UAF-count,40411211,0.630917489528656,9,6-10
UAF-count,40411212,0.630917489528656,9,6-10
UAF-count,40411213,0.630917489528656,9,6-10
UAF-count,40411214,0.5781697630882263,5,1-5
UAF-count,40411215,0.630917489528656,9,6-10
UAF-count,40411216,0.5781697630882263,5,1-5
UAF-count,40411217,0.630917489528656,9,6-10
UAF-count,40411218,0.630917489528656,9,6-10
UAF-count,40411219,0.630917489528656,9,6-10
UAF-count,40411220,0.630917489528656,9,6-10
UAF-count,40411221,0.630917489528656,9,6-10
UAF-count,40411222,0.630917489528656,9,6-10
UAF-count,40411224,0.6418606638908386,10,6-10
UAF-count,40411225,0.5696923136711121,4,1-5
UAF-count,40411226,0.630917489528656,9,6-10
UAF-count,40411227,0.630917489528656,9,6-10
UAF-count,40411228,0.630917489528656,9,6-10
UAF-count,40411229,0.5781697630882263,5,1-5
UAF-count,40411230,0.6418606638908386,10,6-10
UAF-count,40411231,0.5330074429512024,1,1-5
UAF-count,40411233,0.6529678702354431,11,11-20
UAF-count,40411234,0.5781697630882263,5,1-5
UAF-count,40411235,0.630917489528656,9,6-10
UAF-count,40411236,0.630917489528656,9,6-10
UAF-count,40411237,0.6418606638908386,10,6-10
UAF-count,40411238,0.630917489528656,9,6-10
UAF-count,40411240,0.6418606638908386,10,6-10
UAF-count,40411241,0.630917489528656,9,6-10
UAF-count,40411242,0.6418606638908386,10,6-10
UAF-count,40411243,0.630917489528656,9,6-10
UAF-count,40411244,0.630917489528656,9,6-10
UAF-count,40411246,0.630917489528656,9,6-10
UAF-count,40411247,0.630917489528656,9,6-10
UAF-count,40411248,0.630917489528656,9,6-10
UAF-count,40411250,0.630917489528656,9,6-10
UAF-count,40411251,0.630917489528656,9,6-10
UAF-count,40411252,0.630917489528656,9,6-10
UAF-count,40411253,0.5781697630882263,5,1-5
UAF-count,40411254,0.6418606638908386,10,6-10
UAF-count,40411255,0.630917489528656,9,6-10
UAF-count,40411256,0.630917489528656,9,6-10
UAF-count,40411257,0.5696923136711121,4,1-5
UAF-count,40411258,0.6529678702354431,11,11-20
UAF-count,40411259,0.5330074429512024,1,1-5
UAF-count,40411260,0.5438188910484314,2,1-5
UAF-count,40411261,0.5438188910484314,2,1-5
UAF-count,40411263,0.5438188910484314,2,1-5
UAF-count,40411264,0.5438188910484314,2,1-5
UAF-count,40411265,0.5330074429512024,1,1-5
UAF-count,40511101,0.5330074429512024,1,1-5
UAF-count,40511102,0.5330074429512024,1,1-5
UAF-count,40511103,0.5330074429512024,1,1-5
UAF-count,40511104,0.5330074429512024,1,1-5
UAF-count,40511105,0.5330074429512024,1,1-5
UAF-count,40511107,0.5330074429512024,1,1-5
UAF-count,40511108,0.5330074429512024,1,1-5
UAF-count,40511109,0.5330074429512024,1,1-5
UAF-count,40511111,0.5330074429512024,1,1-5
UAF-count,40511112,0.5330074429512024,1,1-5
UAF-count,40511114,0.5330074429512024,1,1-5
UAF-count,40511115,0.5330074429512024,1,1-5
UAF-count,40511117,0.5330074429512024,1,1-5
UAF-count,40511118,0.5330074429512024,1,1-5
UAF-count,40511119,0.5330074429512024,1,1-5
UAF-count,40511120,0.5330074429512024,1,1-5
UAF-count,40511121,0.5330074429512024,1,1-5
UAF-count,40511122,0.5330074429512024,1,1-5
UAF-count,40511123,0.5330074429512024,1,1-5
UAF-count,40511125,0.5330074429512024,1,1-5
UAF-count,40511127,0.5330074429512024,1,1-5
UAF-count,40511128,0.5330074429512024,1,1-5
UAF-count,40511129,0.5330074429512024,1,1-5
UAF-count,40511130,0.5330074429512024,1,1-5
UAF-count,40511131,0.5330074429512024,1,1-5
UAF-count,40511133,0.5330074429512024,1,1-5
UAF-count,40511134,0.5330074429512024,1,1-5
UAF-count,40511135,0.5330074429512024,1,1-5
UAF-count,40511136,0.5330074429512024,1,1-5
UAF-count,40511138,0.5330074429512024,1,1-5
UAF-count,40511139,0.5330074429512024,1,1-5
UAF-count,40511141,0.5330074429512024,1,1-5
UAF-count,40511142,0.5330074429512024,1,1-5
UAF-count,40511143,0.5330074429512024,1,1-5
UAF-count,40511144,0.5330074429512024,1,1-5
UAF-count,40511145,0.5330074429512024,1,1-5
UAF-count,40511146,0.5330074429512024,1,1-5
UAF-count,40511147,0.5330074429512024,1,1-5
UAF-count,40511148,0.5330074429512024,1,1-5
UAF-count,40511149,0.5330074429512024,1,1-5
UAF-count,40511151,0.5330074429512024,1,1-5
UAF-count,40511153,0.5330074429512024,1,1-5
UAF-count,40511155,0.5330074429512024,1,1-5
UAF-count,40511156,0.5330074429512024,1,1-5
UAF-count,40511158,0.5330074429512024,1,1-5
UAF-count,40511159,0.5330074429512024,1,1-5
UAF-count,40511160,0.5330074429512024,1,1-5
UAF-count,40511201,0.5330074429512024,1,1-5
UAF-count,40511202,0.5330074429512024,1,1-5
UAF-count,40511203,0.5330074429512024,1,1-5
UAF-count,40511204,0.5330074429512024,1,1-5
UAF-count,40511205,0.5330074429512024,1,1-5
UAF-count,40511206,0.5330074429512024,1,1-5
UAF-count,40511207,0.5330074429512024,1,1-5
UAF-count,40511208,0.5330074429512024,1,1-5
UAF-count,40511209,0.5330074429512024,1,1-5
UAF-count,40511210,0.5330074429512024,1,1-5
UAF-count,40511211,0.5330074429512024,1,1-5
UAF-count,40511212,0.5330074429512024,1,1-5
UAF-count,40511213,0.5330074429512024,1,1-5
UAF-count,40511215,0.5330074429512024,1,1-5
UAF-count,40511217,0.5330074429512024,1,1-5
UAF-count,40511218,0.5330074429512024,1,1-5
UAF-count,40511219,0.5330074429512024,1,1-5
UAF-count,40511220,0.5330074429512024,1,1-5
UAF-count,40511221,0.5330074429512024,1,1-5
UAF-count,40511222,0.5330074429512024,1,1-5
UAF-count,40511223,0.5330074429512024,1,1-5
UAF-count,40511224,0.5330074429512024,1,1-5
UAF-count,40511225,0.5330074429512024,1,1-5
UAF-count,40511226,0.5330074429512024,1,1-5
UAF-count,40511227,0.5330074429512024,1,1-5
UAF-count,40511228,0.5330074429512024,1,1-5
UAF-count,40511229,0.5330074429512024,1,1-5
UAF-count,40511231,0.5330074429512024,1,1-5
UAF-count,40511233,0.5330074429512024,1,1-5
UAF-count,40511234,0.5330074429512024,1,1-5
UAF-count,40511235,0.5330074429512024,1,1-5
UAF-count,40511237,0.5330074429512024,1,1-5
UAF-count,40511238,0.5330074429512024,1,1-5
UAF-count,40511239,0.5330074429512024,1,1-5
UAF-count,40511242,0.5330074429512024,1,1-5
UAF-count,40511243,0.5330074429512024,1,1-5
UAF-count,40511244,0.5330074429512024,1,1-5
UAF-count,40511246,0.5330074429512024,1,1-5
UAF-count,40511247,0.5330074429512024,1,1-5
UAF-count,40511248,0.5330074429512024,1,1-5
UAF-count,40511250,0.5330074429512024,1,1-5
UAF-count,40511251,0.5330074429512024,1,1-5
UAF-count,40511252,0.5330074429512024,1,1-5
UAF-count,40511253,0.5330074429512024,1,1-5
UAF-count,40511255,0.5330074429512024,1,1-5
UAF-count,40511256,0.5330074429512024,1,1-5
UAF-count,40511258,0.5330074429512024,1,1-5
UAF-count,40511259,0.5330074429512024,1,1-5
UAF-count,40511260,0.5330074429512024,1,1-5
UAF-count,40511262,0.5330074429512024,1,1-5
UAF-rich,40111230,0.5451498031616211,3,1-5
UAF-rich,40111256,0.6698553562164307,2,1-5
UAF-rich,40205303,0.7103073596954346,16,11-20
UAF-rich,40211101,0.953037440776825,24,>20
UAF-rich,40211102,0.956669270992279,28,>20
UAF-rich,40211103,0.7148564457893372,17,11-20
UAF-rich,40211104,0.869468629360199,23,>20
UAF-rich,40211105,0.8469446301460266,24,>20
UAF-rich,40211106,0.8873348236083984,25,>20
UAF-rich,40211107,0.8548133969306946,26,>20
UAF-rich,40211108,0.9278199672698975,25,>20
UAF-rich,40211109,0.8982807397842407,25,>20
UAF-rich,40211110,0.9336559176445007,28,>20
UAF-rich,40211111,0.7993078231811523,23,>20
UAF-rich,40211112,0.8434000611305237,24,>20
UAF-rich,40211113,0.866753876209259,24,>20
UAF-rich,40211114,0.7755032181739807,21,>20
UAF-rich,40211115,0.7651574611663818,21,>20
UAF-rich,40211116,0.9207254648208618,25,>20
UAF-rich,40211117,0.8980899453163147,25,>20
UAF-rich,40211118,0.9616870880126953,25,>20
UAF-rich,40211119,0.8510676026344299,22,>20
UAF-rich,40211120,0.4431580603122711,1,1-5
UAF-rich,40211121,0.8740732073783875,25,>20
UAF-rich,40211122,0.8944605588912964,23,>20
UAF-rich,40211123,0.9036108255386353,24,>20
UAF-rich,40211125,0.9209356904029846,25,>20
UAF-rich,40211126,0.9596995711326599,30,>20
UAF-rich,40211127,0.9551875591278076,25,>20
UAF-rich,40211128,0.4686211943626404,1,1-5
UAF-rich,40211129,0.9260777831077576,24,>20
UAF-rich,40211130,0.7961245179176331,24,>20
UAF-rich,40211131,0.5174251198768616,5,1-5
UAF-rich,40211132,0.8055916428565979,22,>20
UAF-rich,40211133,0.9411783814430237,25,>20
UAF-rich,40211134,0.9260603785514832,25,>20
UAF-rich,40211135,0.5690360069274902,5,1-5
UAF-rich,40211136,0.9453132748603821,25,>20
UAF-rich,40211137,0.7661736011505127,21,>20
UAF-rich,40211138,0.8672728538513184,20,11-20
UAF-rich,40211139,0.8578711152076721,24,>20
UAF-rich,40211141,0.9470717906951904,25,>20
UAF-rich,40211142,0.6472030878067017,13,11-20
UAF-rich,40211144,0.8215292692184448,25,>20
UAF-rich,40211145,0.6476516723632812,13,11-20
UAF-rich,40211146,0.8631730079650879,24,>20
UAF-rich,40211147,0.6913291811943054,18,11-20
UAF-rich,40211148,0.908187985420227,24,>20
UAF-rich,40211150,0.8967202305793762,24,>20
UAF-rich,40211151,0.9389297962188721,25,>20
UAF-rich,40211152,0.5879409313201904,4,1-5
UAF-rich,40211153,0.9000998139381409,23,>20
UAF-rich,40211154,0.8045749664306641,20,11-20
UAF-rich,40211156,0.9206211566925049,21,>20
UAF-rich,40211157,0.5622554421424866,2,1-5
UAF-rich,40211158,0.8466677665710449,22,>20
UAF-rich,40211161,0.8177064061164856,23,>20
UAF-rich,40211162,0.7748608589172363,17,11-20
UAF-rich,40211163,0.7381498217582703,10,6-10
UAF-rich,40211164,0.8942001461982727,12,11-20
UAF-rich,40211165,0.7586497068405151,11,11-20
UAF-rich,40211166,0.4679013788700104,1,1-5
UAF-rich,40211201,0.8671928644180298,24,>20
UAF-rich,40211202,0.8649765849113464,24,>20
UAF-rich,40211203,0.9350375533103943,24,>20
UAF-rich,40211204,0.5028334856033325,1,1-5
UAF-rich,40211205,0.8604543209075928,20,11-20
UAF-rich,40211206,0.9156163930892944,23,>20
UAF-rich,40211207,0.9142870903015137,23,>20
UAF-rich,40211208,0.7710152864456177,25,>20
UAF-rich,40211209,0.7904285788536072,25,>20
UAF-rich,40211211,0.9317354559898376,25,>20
UAF-rich,40211213,0.8652189373970032,24,>20
UAF-rich,40211214,0.801264226436615,22,>20
UAF-rich,40211215,0.7928208708763123,24,>20
UAF-rich,40211216,0.918786883354187,22,>20
UAF-rich,40211217,0.9335871338844299,24,>20
UAF-rich,40211218,0.4471352696418762,1,1-5
UAF-rich,40211219,0.8770269751548767,21,>20
UAF-rich,40211220,0.9376999139785767,23,>20
UAF-rich,40211222,0.9121943116188049,20,11-20
UAF-rich,40211223,0.9449495077133179,25,>20
UAF-rich,40211224,0.7889187932014465,25,>20
UAF-rich,40211225,0.8851499557495117,25,>20
UAF-rich,40211226,0.898687481880188,19,11-20
UAF-rich,40211227,0.8924947381019592,24,>20
UAF-rich,40211228,0.9044016003608704,22,>20
UAF-rich,40211229,0.8066549897193909,23,>20
UAF-rich,40211230,0.928604781627655,24,>20
UAF-rich,40211231,0.5779666304588318,5,1-5
UAF-rich,40211232,0.6243967413902283,9,6-10
UAF-rich,40211233,0.8163470029830933,25,>20
UAF-rich,40211234,0.9311971068382263,24,>20
UAF-rich,40211235,0.8594982028007507,22,>20
UAF-rich,40211236,0.5065346956253052,2,1-5
UAF-rich,40211237,0.8358200788497925,23,>20
UAF-rich,40211238,0.8629886507987976,24,>20
UAF-rich,40211239,0.7684148550033569,25,>20
UAF-rich,40211241,0.8807774186134338,23,>20
UAF-rich,40211242,0.9391239285469055,23,>20
UAF-rich,40211243,0.5626522898674011,9,6-10
UAF-rich,40211244,0.907342791557312,24,>20
UAF-rich,40211245,0.8546764254570007,24,>20
UAF-rich,40211246,0.9354661107063293,22,>20
