"40211133","40B0291","93","503","1"
"40211134","40B0291","93","504","1"
"40211134","40BA011","94","502","1"
"40211134","40BA051","95","503","1"
"40211135","40BA051","95","503","1"
"40211135","40BA011","94","504","1"
"40211135","40B0291","93","503","1"
"40211136","40BA051","95","503","1"
"40211136","40BA011","94","504","1"
"40211136","40B0291","93","503","1"
"40211137","40B0291","93","502","1"
"40211137","40BA011","94","502","1"
"40211137","40BA051","95","503","1"
"40211138","40B0291","93","502","1"
"40211138","40BA011","94","501","1"
"40211138","40BA051","95","503","1"
"40211139","40BA051","95","503","1"
"40211139","40BA011","94","504","1"
"40211139","40B0291","93","503","1"
"40211141","40BA051","95","503","1"
"40211141","40BA011","94","505","1"
"40211141","40B0291","93","503","1"
"40211142","40BA051","95","503","1"
"40211142","40BA011","94","501","1"
"40211142","40B0291","93","501","1"
"40211144","40BA051","95","502","1"
"40211144","40B0291","93","502","1"
"40211144","40BA011","94","504","1"
"40211145","40B0291","93","503","1"
"40211145","40BA011","94","503","1"
"40211145","40BA051","95","502","1"
"40211146","40B0291","93","502","1"
"40211146","40BA011","94","501","1"
"40211146","40BA051","95","503","1"
"40211147","40BA051","95","503","1"
"40211147","40BA011","94","501","1"
"40211147","40B0291","93","501","1"
"40211148","40BA051","95","503","1"
"40211148","40BA011","94","502","1"
"40211148","40B0291","93","503","1"
"40211150","40B0291","93","502","1"
"40211150","40BA011","94","503","1"
"40211150","40BA051","95","503","1"
"40211151","40BA051","95","503","1"
"40211151","40BA011","94","503","1"
"40211151","40B0291","93","502","1"
"40211152","40BA051","95","503","1"
"40211152","40BA011","94","501","1"
"40211152","40B0291","93","502","1"
"40211153","40B0291","93","502","1"
"40211153","40BA011","94","501","1"
"40211153","40BA051","95","503","1"
"40211201","40B0292","93","502","1"
"40211201","40BA012","94","502","1"
"40211201","40BA052","95","501","1"
"40211202","40BA052","95","502","1"
"40211202","40BA012","94","503","1"
"40211202","40B0292","93","503","1"
"40211203","40BA052","95","503","1"
"40211203","40BA012","94","502","1"
"40211203","40B0292","93","504","1"
"40211204","40B0292","93","501","1"
"40211204","40BA052","95","501","1"
"40211204","40BA012","94","501","1"
"40211205","40BA012","94","502","1"
"40211205","40BA052","95","505","1"
"40211205","40B0292","93","505","1"
"40211206","40B0292","93","505","1"
"40211206","40BA012","94","505","1"
"40211206","40BA052","95","503","1"
"40211207","40BA012","94","502","1"
"40211207","40B0292","93","505","1"
"40211207","40BA052","95","503","1"
"40211208","40B0292","93","503","1"
"40211208","40BA052","95","501","1"
"40211208","40BA012","94","501","1"
"40211209","40BA012","94","501","1"
"40211209","40BA052","95","501","1"
"40211209","40B0292","93","502","1"
"40211211","40BA052","95","501","1"
"40211211","40BA012","94","504","1"
"40211211","40B0292","93","505","1"
"40211213","40B0292","93","502","1"
"40211213","40BA012","94","501","1"
"40211213","40BA052","95","501","1"
"40211214","40B0292","93","502","1"
"40211214","40BA012","94","504","1"
"40211214","40BA052","95","501","1"
"40211215","40BA052","95","501","1"
"40211215","40BA012","94","501","1"
"40211215","40B0292","93","501","1"
"40211216","40B0292","93","503","1"
"40211216","40BA012","94","503","1"
"40211216","40BA052","95","502","1"
"40211217","40B0292","93","505","1"
"40211217","40BA052","95","504","1"
"40211217","40BA012","94","505","1"
"40211218","40BA052","95","503","1"
"40211218","40B0292","93","505","1"
"40211218","40BA012","94","501","1"
"40211219","40BA012","94","504","1"
"40211219","40B0292","93","504","1"
"40211219","40BA052","95","502","1"
"40211220","40B0292","93","505","1"
"40211220","40BA012","94","505","1"
"40211220","40BA052","95","504","1"
"40211222","40BA052","95","502","1"
"40211222","40B0292","93","505","1"
"40211222","40BA012","94","505","1"
"40211223","40BA012","94","504","1"
"40211223","40BA052","95","505","1"
"40211223","40B0292","93","504","1"
"40211224","40BA052","95","501","1"
"40211224","40BA012","94","502","1"
"40211224","40B0292","93","502","1"
"40211225","40B0292","93","503","1"
"40211225","40BA012","94","503","1"
"40211225","40BA052","95","501","1"
"40211226","40B0292","93","505","1"
"40211226","40BA012","94","505","1"
"40211226","40BA052","95","504","1"
"40211227","40B0292","93","503","1"
"40211227","40BA012","94","501","1"
"40211227","40BA052","95","501","1"
"40211228","40BA052","95","503","1"
"40211228","40BA012","94","504","1"
"40211228","40B0292","93","505","1"
"40211229","40BA052","95","501","1"
"40211229","40BA012","94","502","1"
"40211229","40B0292","93","504","1"
"40211230","40B0292","93","505","1"
"40211230","40BA052","95","502","1"
"40211230","40BA012","94","504","1"
"40211231","40BA052","95","501","1"
"40211231","40B0292","93","502","1"
"40211231","40BA012","94","501","1"
"40211232","40B0292","93","501","1"
"40211232","40BA012","94","501","1"
"40211232","40BA052","95","503","1"
"40211233","40BA052","95","501","1"
"40211233","40BA012","94","501","1"
"40211233","40B0292","93","501","1"
"40211234","40B0292","93","504","1"
"40211234","40BA012","94","501","1"
"40211234","40BA052","95","503","1"
"40211235","40BA052","95","501","1"
"40211235","40BA012","94","501","1"
"40211235","40B0292","93","503","1"
"40211236","40B0292","93","501","1"
"40211236","40BA012","94","501","1"
"40211236","40BA052","95","501","1"
"40211237","40BA012","94","502","1"
"40211237","40BA052","95","502","1"
"40211237","40B0292","93","501","1"
"40211238","40BA052","95","501","1"
"40211238","40BA012","94","501","1"
"40211238","40B0292","93","501","1"
"40211239","40BA012","94","501","1"
"40211239","40BA052","95","501","1"
"40211239","40B0292","93","501","1"
"40211241","40BA012","94","504","1"
"40211241","40BA052","95","501","1"
"40211241","40B0292","93","504","1"
"40211242","40B0292","93","505","1"
"40211242","40BA012","94","504","1"
"40211242","40BA052","95","504","1"
"40211243","40BA012","94","501","1"
"40211243","40BA052","95","501","1"
"40211243","40B0292","93","502","1"
"40211244","40B0292","93","504","1"
"40211244","40BA052","95","504","1"
"40211244","40BA012","94","503","1"
"40211245","40BA052","95","501","1"
"40211245","40BA012","94","502","1"
"40211245","40B0292","93","502","1"
"40211246","40B0292","93","505","1"
"40211246","40BA012","94","504","1"
"40211246","40BA052","95","504","1"
"40211247","40BA052","95","502","1"
"40211247","40BA012","94","503","1"
"40211247","40B0292","93","505","1"
"40211248","40B0292","93","505","1"
"40211248","40BA012","94","502","1"
"40211248","40BA052","95","501","1"
"40211249","40BA012","94","504","1"
"40211249","40BA052","95","503","1"
"40211249","40B0292","93","504","1"
"40211250","40BA012","94","503","1"
"40211250","40BA052","95","502","1"
"40211250","40B0292","93","504","1"
"40211252","40B0292","93","505","1"
"40211252","40BA012","94","504","1"
"40211252","40BA052","95","503","1"
"40211253","40BA052","95","501","1"
"40211253","40BA012","94","503","1"
"40211253","40B0292","93","502","1"
"40211254","40B0292","93","503","1"
"40211254","40BA012","94","501","1"
"40211254","40BA052","95","501","1"
"40211255","40B0292","93","501","1"
"40211255","40BA012","94","501","1"
"40211255","40BA052","95","501","1"
"40211256","40BA012","94","503","1"
"40211256","40B0292","93","505","1"
"40211256","40BA052","95","501","1"
"40211257","40B0292","93","503","1"
"40211257","40BA012","94","502","1"
"40211257","40BA052","95","501","1"
"40211258","40B0292","93","501","1"
"40211258","40BA012","94","501","1"
"40211258","40BA052","95","501","1"
"40211101","40BA061","96","505","2"
"40211101","40BA021","97","505","2"
"40211101","40BQ021","98","505","2"
"40211101","40BA081","99","504","2"
"40211102","40BQ021","98","505","2"
"40211102","40BA081","99","504","2"
"40211102","40BA061","96","505","2"
"40211102","40BA021","97","504","2"
"40211103","40BQ021","98","502","2"
"40211103","40BA081","99","503","2"
"40211103","40BA061","96","504","2"
"40211103","40BA021","97","501","2"
"40211104","40BQ021","98","503","2"
"40211104","40BA081","99","504","2"
"40211104","40BA061","96","505","2"
"40211104","40BA021","97","502","2"
"40211105","40BA021","97","502","2"
"40211105","40BA061","96","504","2"
"40211105","40BA081","99","502","2"
"40211105","40BQ021","98","502","2"
"40211106","40BQ021","98","503","2"
"40211106","40BA081","99","503","2"
"40211106","40BA061","96","505","2"
"40211106","40BA021","97","501","2"
"40211107","40BQ021","98","501","2"
"40211107","40BA081","99","501","2"
"40211107","40BA061","96","503","2"
"40211107","40BA021","97","501","2"
"40211108","40BA081","99","504","2"
"40211108","40BQ021","98","503","2"
"40211108","40BA021","97","504","2"
"40211108","40BA061","96","505","2"
"40211109","40BA081","99","502","2"
"40211109","40BQ021","98","501","2"
"40211109","40BA061","96","505","2"
"40211109","40BA021","97","502","2"
"40211110","40BA021","97","503","2"
"40211110","40BA061","96","505","2"
"40211110","40BQ021","98","502","2"
"40211110","40BA081","99","503","2"
"40211111","40BQ021","98","501","2"
"40211111","40BA081","99","502","2"
"40211111","40BA021","97","501","2"
"40211111","40BA061","96","504","2"
"40211112","40BA061","96","504","2"
"40211112","40BA021","97","501","2"
"40211112","40BQ021","98","501","2"
"40211112","40BA081","99","501","2"
"40211113","40BQ021","98","501","2"
"40211113","40BA061","96","504","2"
"40211113","40BA081","99","501","2"
"40211113","40BA021","97","502","2"
"40211114","40BA061","96","503","2"
"40211114","40BA021","97","501","2"
"40211114","40BA081","99","503","2"
"40211114","40BQ021","98","501","2"
"40211115","40BA081","99","502","2"
"40211115","40BQ021","98","502","2"
"40211115","40BA021","97","502","2"
"40211115","40BA061","96","504","2"
"40211116","40BA081","99","504","2"
"40211116","40BQ021","98","504","2"
"40211116","40BA061","96","505","2"
"40211116","40BA021","97","504","2"
"40211117","40BQ021","98","501","2"
"40211117","40BA081","99","501","2"
"40211117","40BA061","96","505","2"
"40211117","40BA021","97","501","2"
"40211118","40BA021","97","503","2"
"40211118","40BA061","96","505","2"
"40211118","40BA081","99","505","2"
"40211118","40BQ021","98","504","2"
"40211119","40BA061","96","505","2"
"40211119","40BA021","97","503","2"
"40211119","40BA081","99","503","2"
"40211121","40BA021","97","503","2"
"40211121","40BA061","96","504","2"
"40211121","40BA081","99","503","2"
"40211121","40BQ021","98","502","2"
"40211122","40BA081","99","503","2"
"40211122","40BQ021","98","502","2"
"40211122","40BA061","96","504","2"
"40211122","40BA021","97","503","2"
"40211123","40BA021","97","504","2"
"40211123","40BA081","99","504","2"
"40211123","40BQ021","98","503","2"
"40211123","40BA061","96","504","2"
"40211125","40BQ021","98","502","2"
"40211125","40BA021","97","505","2"
"40211125","40BA061","96","504","2"
"40211125","40BA081","99","503","2"
"40211126","40BA081","99","504","2"
"40211126","40BQ021","98","504","2"
"40211126","40BA061","96","505","2"
"40211126","40BA021","97","502","2"
"40211127","40BQ021","98","503","2"
"40211127","40BA081","99","505","2"
"40211127","40BA021","97","503","2"
"40211127","40BA061","96","505","2"
"40211129","40BA061","96","505","2"
"40211129","40BA021","97","504","2"
"40211129","40BA081","99","503","2"
"40211130","40BQ021","98","501","2"
"40211130","40BA081","99","501","2"
"40211130","40BA021","97","501","2"
"40211130","40BA061","96","503","2"
"40211131","40BA061","96","501","2"
"40211131","40BA081","99","501","2"
"40211131","40BA021","97","501","2"
"40211132","40BA081","99","502","2"
"40211132","40BQ021","98","501","2"
"40211132","40BA061","96","504","2"
"40211132","40BA021","97","501","2"
"40211133","40BA081","99","503","2"
"40211133","40BQ021","98","505","2"
"40211133","40BA021","97","504","2"
"40211133","40BA061","96","505","2"
"40211134","40BA081","99","503","2"
"40211134","40BA021","97","502","2"
"40211134","40BA061","96","504","2"
"40211134","40BQ021","98","503","2"
"40211135","40BQ021","98","501","2"
"40211135","40BA081","99","502","2"
"40211135","40BA061","96","504","2"
"40211135","40BA021","97","504","2"
"40211136","40BQ021","98","505","2"
"40211136","40BA081","99","504","2"
"40211136","40BA061","96","505","2"
"40211136","40BA021","97","505","2"
"40211137","40BA021","97","501","2"
"40211137","40BA081","99","501","2"
"40211137","40BA061","96","501","2"
"40211137","40BQ021","98","501","2"
"40211138","40BA021","97","504","2"
"40211138","40BA061","96","505","2"
"40211138","40BA081","99","503","2"
"40211138","40BQ021","98","504","2"
"40211139","40BQ021","98","501","2"
"40211139","40BA081","99","503","2"
"40211139","40BA021","97","503","2"
"40211139","40BA061","96","504","2"
"40211141","40BQ021","98","504","2"
"40211141","40BA081","99","504","2"
"40211141","40BA061","96","505","2"
"40211141","40BA021","97","505","2"
"40211142","40BQ021","98","501","2"
"40211142","40BA081","99","501","2"
"40211142","40BA061","96","504","2"
"40211142","40BA021","97","501","2"
"40211144","40BQ021","98","502","2"
"40211144","40BA081","99","502","2"
"40211144","40BA061","96","504","2"
"40211144","40BA021","97","504","2"
"40211145","40BA021","97","503","2"
"40211145","40BQ021","98","501","2"
"40211145","40BA061","96","504","2"
"40211145","40BA081","99","502","2"
"40211146","40BA021","97","502","2"
"40211146","40BA061","96","505","2"
"40211146","40BA081","99","503","2"
"40211146","40BQ021","98","501","2"
"40211147","40BQ021","98","501","2"
"40211147","40BA081","99","501","2"
"40211147","40BA061","96","504","2"
"40211147","40BA021","97","501","2"
"40211148","40BA021","97","503","2"
"40211148","40BQ021","98","504","2"
"40211148","40BA081","99","504","2"
"40211148","40BA061","96","505","2"
"40211150","40BA061","96","505","2"
"40211150","40BA081","99","503","2"
"40211150","40BQ021","98","503","2"
"40211150","40BA021","97","503","2"
"40211151","40BQ021","98","505","2"
"40211151","40BA081","99","503","2"
"40211151","40BA061","96","504","2"
"40211151","40BA021","97","502","2"
"40211152","40BA081","99","502","2"
"40211152","40BA061","96","503","2"
"40211152","40BA021","97","501","2"
"40211153","40BA061","96","504","2"
"40211153","40BA021","97","503","2"
"40211153","40BQ021","98","505","2"
"40211153","40BA081","99","504","2"
"40211201","40BR032","100","503","2"
"40211201","40BA022","97","502","2"
"40211201","40BA062","96","501","2"
"40211201","40BD012","98","502","2"
"40211201","40BA082","99","503","2"
"40211202","40BA082","99","503","2"
"40211202","40BD012","98","502","2"
"40211202","40BR032","100","502","2"
"40211202","40BA022","97","504","2"
"40211202","40BA062","96","504","2"
"40211203","40BR032","100","504","2"
"40211203","40BD012","98","505","2"
"40211203","40BA082","99","504","2"
"40211203","40BA062","96","504","2"
"40211203","40BA022","97","503","2"
"40211205","40BA022","97","503","2"
"40211205","40BA062","96","505","2"
"40211205","40BR032","100","505","2"
"40211205","40BA082","99","503","2"
"40211205","40BD012","98","504","2"
"40211206","40BA062","96","504","2"
"40211206","40BA022","97","505","2"
"40211206","40BR032","100","504","2"
"40211206","40BA082","99","503","2"
"40211206","40BD012","98","503","2"
"40211207","40BA022","97","503","2"
"40211207","40BA062","96","504","2"
"40211207","40BA082","99","503","2"
"40211207","40BR032","100","504","2"
"40211207","40BD012","98","501","2"
"40211208","40BA082","99","503","2"
"40211208","40BD012","98","501","2"
"40211208","40BA062","96","501","2"
"40211208","40BA022","97","501","2"
"40211208","40BR032","100","502","2"
"40211209","40BR032","100","501","2"
"40211209","40BD012","98","501","2"
"40211209","40BA022","97","501","2"
"40211209","40BA062","96","501","2"
"40211209","40BA082","99","502","2"
"40211211","40BA062","96","504","2"
"40211211","40BA082","99","503","2"
"40211211","40BD012","98","504","2"
"40211211","40BR032","100","503","2"
"40211211","40BA022","97","504","2"
"40211213","40BA062","96","501","2"
"40211213","40BA022","97","501","2"
"40211213","40BD012","98","501","2"
"40211213","40BA082","99","503","2"
"40211213","40BR032","100","504","2"
"40211214","40BA082","99","502","2"
"40211214","40BA062","96","502","2"
"40211214","40BR032","100","504","2"
"40211214","40BA022","97","504","2"
"40211214","40BD012","98","501","2"
"40211215","40BD012","98","501","2"
"40211215","40BR032","100","501","2"
"40211215","40BA022","97","501","2"
"40211215","40BA082","99","502","2"
"40211215","40BA062","96","501","2"
"40211216","40BR032","100","504","2"
"40211216","40BA022","97","504","2"
"40211216","40BA062","96","502","2"
"40211216","40BA082","99","504","2"
"40211216","40BD012","98","504","2"
"40211217","40BD012","98","505","2"
"40211217","40BA082","99","503","2"
"40211217","40BA022","97","505","2"
"40211217","40BR032","100","505","2"
"40211217","40BA062","96","503","2"
"40211219","40BR032","100","503","2"
"40211219","40BD012","98","503","2"
"40211219","40BA082","99","504","2"
"40211219","40BA062","96","502","2"
"40211219","40BA022","97","504","2"
"40211220","40BA022","97","505","2"
"40211220","40BD012","98","503","2"
"40211220","40BA082","99","504","2"
"40211220","40BR032","100","505","2"
"40211220","40BA062","96","504","2"
"40211222","40BD012","98","504","2"
"40211222","40BR032","100","505","2"
"40211222","40BA082","99","503","2"
"40211222","40BA022","97","505","2"
"40211222","40BA062","96","504","2"
"40211223","40BA062","96","504","2"
"40211223","40BA022","97","505","2"
"40211223","40BA082","99","503","2"
"40211223","40BD012","98","504","2"
"40211223","40BR032","100","504","2"
"40211224","40BR032","100","502","2"
"40211224","40BA082","99","501","2"
"40211224","40BD012","98","501","2"
"40211224","40BA062","96","501","2"
"40211224","40BA022","97","501","2"
"40211225","40BD012","98","501","2"
"40211225","40BR032","100","504","2"
"40211225","40BA022","97","501","2"
"40211225","40BA062","96","502","2"
"40211225","40BA082","99","503","2"
"40211226","40BA082","99","504","2"
"40211226","40BD012","98","504","2"
"40211226","40BR032","100","503","2"
"40211226","40BA022","97","505","2"
"40211226","40BA062","96","505","2"
"40211227","40BR032","100","503","2"
"40211227","40BA022","97","503","2"
"40211227","40BA062","96","505","2"
"40211227","40BA082","99","503","2"
"40211227","40BD012","98","503","2"
"40211228","40BA082","99","503","2"
"40211228","40BD012","98","504","2"
"40211228","40BR032","100","504","2"
"40211228","40BA062","96","503","2"
"40211228","40BA022","97","504","2"
"40211229","40BA062","96","501","2"
"40211229","40BA022","97","501","2"
"40211229","40BR032","100","502","2"
"40211229","40BA082","99","502","2"
"40211229","40BD012","98","501","2"
"40211230","40BA022","97","503","2"
"40211230","40BR032","100","505","2"
"40211230","40BD012","98","503","2"
"40211230","40BA082","99","504","2"
"40211230","40BA062","96","504","2"
"40211231","40BA082","99","501","2"
"40211231","40BD012","98","501","2"
"40211231","40BA062","96","501","2"
"40211231","40BA022","97","501","2"
"40211232","40BA082","99","503","2"
"40211232","40BD012","98","504","2"
"40211232","40BR032","100","502","2"
"40211232","40BA022","97","501","2"
"40211232","40BA062","96","501","2"
"40211233","40BA022","97","501","2"
"40211233","40BR032","100","502","2"
"40211233","40BA062","96","502","2"
"40211233","40BD012","98","501","2"
"40211233","40BA082","99","502","2"
"40211234","40BA082","99","503","2"
"40211234","40BD012","98","505","2"
"40211234","40BA062","96","504","2"
"40211234","40BR032","100","504","2"
"40211234","40BA022","97","503","2"
"40211235","40BA022","97","502","2"
"40211235","40BR032","100","504","2"
"40211235","40BA062","96","501","2"
"40211235","40BD012","98","503","2"
"40211235","40BA082","99","504","2"
"40211237","40BA062","96","503","2"
"40211237","40BA022","97","501","2"
"40211237","40BA082","99","504","2"
"40211237","40BD012","98","503","2"
"40211237","40BR032","100","502","2"
"40211238","40BA022","97","501","2"
"40211238","40BA082","99","503","2"
"40211238","40BA062","96","501","2"
"40211238","40BR032","100","503","2"
"40211238","40BD012","98","501","2"
"40211239","40BR032","100","502","2"
"40211239","40BA022","97","501","2"
"40211239","40BA062","96","501","2"
"40211239","40BA082","99","502","2"
"40211239","40BD012","98","501","2"
"40211241","40BR032","100","504","2"
"40211241","40BA022","97","503","2"
"40211241","40BA062","96","502","2"
"40211241","40BA082","99","503","2"
"40211241","40BD012","98","501","2"
"40211242","40BA022","97","504","2"
"40211242","40BA062","96","504","2"
"40211242","40BA082","99","505","2"
"40211242","40BD012","98","505","2"
"40211242","40BR032","100","505","2"
"40211243","40BA022","97","501","2"
"40211243","40BA062","96","501","2"
"40211243","40BD012","98","501","2"
"40211243","40BA082","99","501","2"
"40211244","40BD012","98","503","2"
"40211244","40BA082","99","503","2"
"40211244","40BR032","100","504","2"
"40211244","40BA062","96","503","2"
"40211244","40BA022","97","502","2"
"40211245","40BD012","98","501","2"
"40211245","40BR032","100","502","2"
"40211245","40BA082","99","503","2"
"40211245","40BA062","96","501","2"
"40211245","40BA022","97","501","2"
"40211246","40BD012","98","504","2"
"40211246","40BR032","100","504","2"
"40211246","40BA022","97","505","2"
"40211246","40BA062","96","505","2"
"40211246","40BA082","99","503","2"
"40211247","40BR032","100","504","2"
"40211247","40BA082","99","504","2"
"40211247","40BD012","98","502","2"
"40211247","40BA062","96","501","2"
"40211247","40BA022","97","503","2"
"40211248","40BR032","100","504","2"
"40211248","40BA022","97","501","2"
"40211248","40BA062","96","502","2"
"40211248","40BA082","99","504","2"
"40211248","40BD012","98","503","2"
"40211249","40BA022","97","504","2"
"40211249","40BD012","98","502","2"
"40211249","40BA082","99","503","2"
"40211249","40BR032","100","503","2"
"40211249","40BA062","96","503","2"
"40211250","40BA062","96","504","2"
"40211250","40BA082","99","504","2"
"40211250","40BD012","98","504","2"
"40211250","40BR032","100","504","2"
"40211250","40BA022","97","504","2"
"40211252","40BR032","100","505","2"
"40211252","40BA022","97","504","2"
"40211252","40BA062","96","503","2"
"40211252","40BA082","99","503","2"
"40211252","40BD012","98","505","2"
"40211255","40BR032","100","503","2"
"40211255","40BD012","98","501","2"
"40211255","40BA062","96","501","2"
"40211255","40BA082","99","503","2"
"40211255","40BA022","97","501","2"
"40211256","40BA082","99","504","2"
"40211256","40BD012","98","505","2"
"40211256","40BA022","97","505","2"
"40211256","40BA062","96","503","2"
"40211256","40BR032","100","505","2"
"40211257","40BR032","100","501","2"
"40211257","40BA022","97","501","2"
"40211257","40BA062","96","501","2"
"40211257","40BA082","99","503","2"
"40211257","40BD012","98","501","2"
"40211259","40BR032","100","502","2"
"40211259","40BA082","99","501","2"
"40211259","40BD012","98","504","2"
"40211259","40BA062","96","502","2"
"40211259","40BA022","97","504","2"
"40211260","40BR032","100","502","2"
"40211260","40BA062","96","504","2"
"40211260","40BD012","98","504","2"
"40211260","40BA082","99","503","2"
"40211260","40BA022","97","505","2"
"40211261","40BA062","96","504","2"
"40211261","40BR032","100","504","2"
"40211261","40BA082","99","503","2"
"40211261","40BD012","98","504","2"
"40211261","40BA022","97","505","2"
"40211262","40BA022","97","503","2"
"40211262","40BA082","99","504","2"
"40211262","40BD012","98","504","2"
"40211262","40BR032","100","503","2"
"40211262","40BA062","96","504","2"
"40211263","40BR032","100","503","2"
"40211263","40BD012","98","501","2"
"40211263","40BA082","99","502","2"
"40211263","40BA062","96","501","2"
"40211263","40BA022","97","501","2"
"40211264","40BA022","97","501","2"
"40211264","40BA062","96","501","2"
"40211264","40BA082","99","503","2"
"40211264","40BD012","98","501","2"
"40211264","40BR032","100","502","2"
"40211101","40BA091","101","504","3"
"40211101","40BC011","102","505","3"
"40211101","40BQ051","103","505","3"
"40211101","40BA101","104","503","3"
"40211102","433N062","105","505","3"
"40211102","40KE011","106","504","3"
"40211102","40BC011","102","503","3"
"40211102","40BA101","104","503","3"
"40211102","40BA091","101","503","3"
"40211103","40BQ051","103","503","3"
"40211103","40BC011","102","501","3"
"40211103","40BA101","104","501","3"
"40211103","40BA091","101","501","3"
"40211103","409A012","94","502","3"
"40211104","40BQ051","103","505","3"
"40211104","40BA101","104","502","3"
"40211104","40BC011","102","501","3"
"40211104","40BA091","101","501","3"
"40211105","409A012","94","503","3"
"40211105","40BQ051","103","502","3"
"40211105","40BA091","101","501","3"
"40211105","40BA101","104","502","3"
"40211105","40BC011","102","501","3"
"40211106","40BQ051","103","504","3"
"40211106","40BC011","102","501","3"
"40211106","40BA101","104","502","3"
"40211106","40BA091","101","501","3"
"40211106","409A012","94","502","3"
"40211107","40BC011","102","501","3"
"40211107","40BQ051","103","502","3"
"40211107","40BA101","104","502","3"
"40211107","40BA091","101","501","3"
"40211108","40BA091","101","502","3"
"40211108","40BA101","104","502","3"
"40211108","40BC011","102","503","3"
"40211108","40BQ051","103","504","3"
"40211109","40BC011","102","501","3"
"40211109","40BQ051","103","503","3"
"40211109","40BA091","101","501","3"
"40211109","40BA101","104","501","3"
"40211110","40BA101","104","502","3"
"40211110","40BA091","101","501","3"
"40211110","40BQ051","103","503","3"
"40211110","40BC011","102","501","3"
"40211111","40BC011","102","501","3"
"40211111","40BQ051","103","503","3"
"40211111","40BA091","101","501","3"
"40211111","40BA101","104","503","3"
"40211112","409A012","94","502","3"
"40211112","40BA101","104","502","3"
"40211112","40BA091","101","501","3"
"40211112","40BQ051","103","503","3"
"40211112","40BC011","102","501","3"
"40211113","40BC011","102","502","3"
"40211113","40BA091","101","501","3"
"40211113","40BA101","104","501","3"
"40211114","40BA091","101","501","3"
"40211114","40BA101","104","501","3"
"40211114","40BC011","102","501","3"
"40211114","40BQ051","103","502","3"
"40211115","40BC011","102","501","3"
"40211115","40BQ051","103","503","3"
"40211115","40BA091","101","501","3"
"40211115","40BA101","104","502","3"
"40211116","40BQ051","103","504","3"
"40211116","40BA101","104","502","3"
"40211116","40BC011","102","502","3"
